出發時段,出發機場代號,抵達時段,航空聯盟,機型分類,假期,是否為平日,飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,下界,上界,抵達機場代號
下午班機,TPE,下午抵達,6,0,0,1,115,0.6313249,-0.229905,24,1528,2041.2649,1990.5951,1671.5327427396853,2579.192961259459,HKG
下午班機,TPE,下午抵達,1,0,2,1,120,0.6313249,-0.229905,23,8762,4777.586,4782.141,3632.191008147346,6237.422607662154,HKG
下午班機,TPE,晚間抵達,6,0,2,0,140,0.6313249,-0.229905,17,4703,4769.8223,5050.3677,4199.434549364808,6497.502126601309,HKG
晚間班機,TPE,晚間抵達,6,1,0,0,120,0.6313249,-0.229905,20,2700,3016.7048,3016.8633,2763.8605102875795,3327.858880551217,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,13,4479,4503.436,4441.953,4328.943529247115,4577.300146749728,HKG
晚間班機,TPE,凌晨抵達,2,0,2,1,110,0.6313249,-0.229905,22,3893,4273.099,4461.844,3286.2245042765985,6153.923768444855,HKG
晚間班機,TPE,晚間抵達,6,1,2,1,120,0.6313249,-0.229905,22,5627,3293.8213,3260.5574,2942.8715712115545,3769.387432963761,HKG
下午班機,TPE,晚間抵達,2,0,0,1,125,0.6313249,-0.229905,15,3900,3988.206,3954.1658,3572.0568955863687,4349.012211632843,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,14,3025,2502.6853,2493.2634,2317.2738717953603,2665.8340373872256,HKG
上午班機,TPE,下午抵達,3,1,0,0,135,0.6313249,-0.229905,12,4526,5123.905,4978.2466,4630.227785789917,5423.909801086227,HKG
下午班機,TPE,下午抵達,6,0,0,0,125,0.6313249,-0.229905,24,1816,1634.0651,1620.3866,1472.6815348199482,1784.1409250838385,HKG
下午班機,TPE,晚間抵達,3,1,2,1,125,0.6313249,-0.229905,15,6163,6580.9893,6125.605,5538.147622329993,6594.470835435933,HKG
下午班機,TPE,晚間抵達,5,1,0,1,120,0.6313249,-0.229905,24,3612,3680.269,3603.3254,3503.6029061198615,3664.070359485749,HKG
晚間班機,TPE,晚間抵達,2,0,0,1,120,0.6313249,-0.229905,15,3946,4394.2466,4377.136,3735.3473420585783,4879.526581201647,HKG
下午班機,TPE,下午抵達,1,1,0,1,115,0.6313249,-0.229905,24,4064,4320.3394,4136.853,3958.0396285072075,4305.650974273482,HKG
下午班機,TPE,晚間抵達,6,0,0,1,140,0.6313249,-0.229905,24,2421,2528.8796,2436.7075,2294.3541637502803,2854.702161567585,HKG
晚間班機,TPE,晚間抵達,6,1,0,1,120,0.6313249,-0.229905,23,2689,2909.5867,2835.5642,2646.129923015929,3075.967241336097,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,14,4483,4614.5806,4484.4927,4397.939284331081,4587.06104195923,HKG
早晨班機,TPE,上午抵達,2,0,0,1,120,0.6313249,-0.229905,9,6021,4536.5312,4360.442,4051.250648411697,5273.666700447916,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,14,4482,4614.5806,4484.4927,4397.939284331081,4587.06104195923,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,16,5137,3454.7927,3360.6262,3102.794260697459,3788.662408697302,HKG
晚間班機,TPE,晚間抵達,3,0,2,1,125,0.6313249,-0.229905,13,4616,6635.207,6175.5176,5475.903048440387,6971.137869902137,HKG
晚間班機,TPE,晚間抵達,1,0,0,1,110,0.6313249,-0.229905,22,4111,4103.0903,4080.4712,3895.588358590471,4335.507878787671,HKG
下午班機,TPE,下午抵達,1,0,0,0,115,0.6313249,-0.229905,24,4105,1942.7101,2032.85,1768.3647099127295,2848.4173979915427,HKG
晚間班機,TPE,晚間抵達,1,1,0,1,115,0.6313249,-0.229905,22,4120,4202.3076,4127.5347,3979.8361143186235,4352.437104619856,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,20,4498,4556.6543,4502.3535,4337.306107268996,4710.063005834922,HKG
下午班機,TPE,晚間抵達,6,0,0,1,115,0.6313249,-0.229905,24,1657,1781.5663,1731.6594,1636.5451557933268,1900.5574832663765,HKG
下午班機,TPE,下午抵達,6,0,0,1,125,0.6313249,-0.229905,24,1520,1581.6382,1550.4626,1472.8221705913652,1671.6662140009748,HKG
下午班機,TPE,下午抵達,6,0,0,1,125,0.6313249,-0.229905,16,1628,1935.329,1946.2697,1765.6421235166076,2259.3761073303667,HKG
晚間班機,TPE,晚間抵達,6,1,0,1,120,0.6313249,-0.229905,22,2656,2881.9502,2810.6194,2702.2941519668366,3010.088011145772,HKG
下午班機,TPE,下午抵達,1,0,1,1,115,0.6313249,-0.229905,19,8486,3124.519,3156.4978,2042.005629909937,4018.101132075195,HKG
晚間班機,TPE,晚間抵達,3,1,0,0,125,0.6313249,-0.229905,14,4479,4811.323,4632.884,4414.7192113488145,4810.903525604557,HKG
上午班機,TPE,下午抵達,3,0,0,1,135,0.6313249,-0.229905,12,4529,4511.468,4363.263,4120.781675487178,4674.501328160882,HKG
下午班機,TPE,下午抵達,3,1,2,1,125,0.6313249,-0.229905,24,7093,7403.3184,7329.5166,5976.922854176393,8655.422825510055,HKG
晚間班機,TPE,晚間抵達,2,0,0,1,120,0.6313249,-0.229905,13,5481,5123.9585,4635.9697,3941.3820299413046,5963.257258489841,HKG
下午班機,TPE,下午抵達,1,0,0,1,120,0.6313249,-0.229905,24,4063,2745.5486,2721.0164,2243.423101698329,3290.0802339796824,HKG
上午班機,TPE,下午抵達,2,0,2,1,125,0.6313249,-0.229905,11,3821,4755.7114,4579.256,3806.1638781132256,5640.011488093509,HKG
晚間班機,TPE,晚間抵達,1,1,2,1,115,0.6313249,-0.229905,22,4343,4515.954,4356.459,3821.8544681305634,5647.04335341955,HKG
下午班機,TPE,下午抵達,6,0,2,0,120,0.6313249,-0.229905,19,4833,10189.982,9504.719,6631.166416857757,11374.890677715297,HKG
上午班機,TPE,下午抵達,6,1,0,1,120,0.6313249,-0.229905,9,3148,3463.2466,3410.1077,3111.939037384436,3754.258395141029,HKG
下午班機,TPE,晚間抵達,6,0,2,0,140,0.6313249,-0.229905,18,4921,4265.3945,4665.8267,3885.242625759942,5834.619680653745,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,22,4496,4555.025,4459.385,4360.987843413498,4562.765350202569,HKG
下午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,16,1707,3200.415,3121.638,2602.320986519272,3766.508629181272,HKG
下午班機,TPE,下午抵達,1,0,2,1,120,0.6313249,-0.229905,23,4010,4777.586,4782.141,3632.191008147346,6237.422607662154,HKG
下午班機,TPE,晚間抵達,5,1,0,0,120,0.6313249,-0.229905,18,3770,3741.4622,3655.9746,3346.833971498597,4002.7646052764394,HKG
晚間班機,TPE,晚間抵達,1,1,2,0,115,0.6313249,-0.229905,13,10670,5948.2817,5668.432,4710.8363959162725,6540.409779135422,HKG
下午班機,TPE,下午抵達,3,1,0,0,125,0.6313249,-0.229905,24,4526,4731.49,4562.622,4474.336645339805,4682.632851350043,HKG
下午班機,TPE,下午抵達,6,0,0,1,125,0.6313249,-0.229905,24,1698,1581.6382,1550.4626,1472.8221705913652,1671.6662140009748,HKG
晚間班機,TPE,凌晨抵達,2,0,0,1,110,0.6313249,-0.229905,22,3963,4177.2964,4064.6057,3931.114672856886,4518.546883544267,HKG
晚間班機,TPE,凌晨抵達,6,0,0,0,115,0.6313249,-0.229905,21,2611,2467.7969,2380.062,2059.3946499157787,2702.513747333588,HKG
晚間班機,TPE,晚間抵達,3,0,0,1,125,0.6313249,-0.229905,14,4478,4516.4966,4400.27,4244.59889884423,4597.336507316049,HKG
早晨班機,TPE,上午抵達,2,0,2,1,120,0.6313249,-0.229905,6,6492,5460.8257,5319.2275,4367.642956487554,6865.23047870046,HKG
晚間班機,TPE,晚間抵達,3,0,0,0,125,0.6313249,-0.229905,22,4520,4651.6636,4590.3467,4339.173169278423,4885.5139897371755,HKG
上午班機,TPE,下午抵達,6,1,0,0,120,0.6313249,-0.229905,8,3179,3343.6235,3372.139,3026.374153456004,3758.144317103283,HKG
上午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,7,3532,2859.8274,2727.1978,2489.0818558906344,3133.0486406580535,HKG
晚間班機,TPE,凌晨抵達,6,0,0,0,120,0.6313249,-0.229905,14,2491,2489.0364,2521.0193,2343.7659379450083,2874.663833062696,HKG
早晨班機,TPE,上午抵達,1,0,0,1,120,0.6313249,-0.229905,9,7012,4649.0645,4555.094,4113.073444653328,5078.578745470846,HKG
下午班機,TPE,下午抵達,3,1,0,1,125,0.6313249,-0.229905,20,5117,6448.8643,5781.6963,4916.6903504962775,7276.488002682266,HKG
上午班機,TPE,下午抵達,6,1,0,1,120,0.6313249,-0.229905,12,2961,3359.5972,3326.9578,3073.861045629987,3653.7769880052006,HKG
早晨班機,TPE,上午抵達,1,0,0,1,120,0.6313249,-0.229905,8,4062,4854.9165,4592.9834,4231.165134375508,5093.14060484935,HKG
晚間班機,TPE,晚間抵達,6,0,2,0,120,0.6313249,-0.229905,13,3567,4242.0713,4233.202,3602.6186803119645,5429.435557709132,HKG
晚間班機,TPE,晚間抵達,3,0,1,1,125,0.6313249,-0.229905,13,6783,5329.4355,4893.4595,4243.232203938215,5813.572964396311,HKG
晚間班機,TPE,晚間抵達,2,0,0,1,120,0.6313249,-0.229905,23,3983,4034.1018,3888.1853,3493.9471870369835,4123.560337865106,HKG
下午班機,TPE,下午抵達,1,1,2,1,115,0.6313249,-0.229905,23,8521,7776.0317,7433.2905,4795.788699099381,11025.099780625089,HKG
上午班機,TPE,上午抵達,1,1,0,1,120,0.6313249,-0.229905,10,4070,4416.4766,4328.6724,4043.323185562383,4660.223907725624,HKG
晚間班機,TPE,晚間抵達,2,0,0,0,120,0.6313249,-0.229905,12,3933,4506.917,4459.521,3797.229552591274,5353.778630640258,HKG
下午班機,TPE,下午抵達,1,0,2,1,120,0.6313249,-0.229905,14,7358,3800.3975,3730.5852,3063.762515859595,4254.337172409564,HKG
晚間班機,TPE,晚間抵達,3,0,0,1,125,0.6313249,-0.229905,16,5350,5584.982,5537.4062,4948.206742934167,5998.743362464757,HKG
晚間班機,TPE,晚間抵達,2,0,0,1,120,0.6313249,-0.229905,22,4145,4053.292,3942.3284,3759.702770421699,4163.506422802814,HKG
上午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,10,2238,2614.433,2478.9136,2354.3353388553705,2687.7123674203945,HKG
下午班機,TPE,下午抵達,6,0,0,1,115,0.6313249,-0.229905,24,1547,2041.2649,1990.5951,1671.5327427396853,2579.192961259459,HKG
下午班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,15,4480,4701.478,4541.783,4302.014711529468,4787.03067630633,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,23,4514,4571.8667,4522.8086,4443.848594025477,4614.547671743738,HKG
早晨班機,TPE,上午抵達,5,0,0,0,125,0.6313249,-0.229905,8,3635,4119.7583,4070.9382,3791.69458917697,4492.898532026718,HKG
上午班機,TPE,下午抵達,3,1,0,1,135,0.6313249,-0.229905,7,4480,4453.2764,4396.5444,3954.627925861909,4674.423409435972,HKG
下午班機,TPE,下午抵達,6,0,0,1,125,0.6313249,-0.229905,24,1517,1581.6382,1550.4626,1472.8221705913652,1671.6662140009748,HKG
晚間班機,TPE,晚間抵達,2,0,2,1,120,0.6313249,-0.229905,22,3861,4390.371,4471.3667,3859.0522105870014,5476.128694541013,HKG
下午班機,TPE,下午抵達,3,1,0,1,125,0.6313249,-0.229905,24,4529,4631.1035,4511.2095,4452.321712940066,4570.168377364114,HKG
早晨班機,TPE,上午抵達,2,0,2,1,120,0.6313249,-0.229905,6,5805,5460.8257,5319.2275,4367.642956487554,6865.23047870046,HKG
晚間班機,TPE,晚間抵達,1,1,0,1,115,0.6313249,-0.229905,13,4056,5118.6245,4700.7876,4105.767346176934,6162.147113545556,HKG
下午班機,TPE,下午抵達,1,0,0,1,120,0.6313249,-0.229905,24,4111,2745.5486,2721.0164,2243.423101698329,3290.0802339796824,HKG
下午班機,TPE,下午抵達,1,0,1,1,115,0.6313249,-0.229905,17,6254,2869.6455,2855.6765,2198.957903374356,4541.694384910931,HKG
下午班機,TPE,晚間抵達,6,0,0,1,115,0.6313249,-0.229905,16,2101,2324.9292,2194.4187,1867.7899232952045,2646.7327475336156,HKG
晚間班機,TPE,晚間抵達,3,1,0,0,125,0.6313249,-0.229905,12,4481,4499.8076,4467.2017,4296.310079701963,4641.911375105584,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,130,0.6313249,-0.229905,14,4485,4581.3135,4467.662,4352.6787438249585,4589.712167031426,HKG
下午班機,TPE,下午抵達,3,0,0,1,125,0.6313249,-0.229905,20,5824,6989.326,6026.785,4546.175382879348,7684.983801852497,HKG
下午班機,TPE,晚間抵達,2,0,0,1,125,0.6313249,-0.229905,16,4049,4467.402,4369.423,3828.9708588402736,5062.973112935039,HKG
晚間班機,TPE,晚間抵達,3,1,2,1,125,0.6313249,-0.229905,22,9246,7601.5083,7397.5303,5575.330621726053,9364.748295600886,HKG
上午班機,TPE,上午抵達,3,0,0,1,120,0.6313249,-0.229905,8,4480,5044.653,4897.662,4585.425000136215,5454.838870766658,HKG
下午班機,TPE,下午抵達,3,1,0,1,125,0.6313249,-0.229905,24,4499,4631.1035,4511.2095,4452.321712940066,4570.168377364114,HKG
下午班機,TPE,晚間抵達,6,0,2,0,115,0.6313249,-0.229905,24,3304,4594.4775,4182.061,2988.1369101907453,5542.233722873654,HKG
下午班機,TPE,晚間抵達,1,1,0,1,115,0.6313249,-0.229905,14,4066,4178.201,4060.4746,3644.5244358358173,4570.319869228576,HKG
早晨班機,TPE,上午抵達,5,0,0,1,125,0.6313249,-0.229905,12,3853,3999.113,3879.412,3698.1300597590684,4051.190265621475,HKG
晚間班機,TPE,晚間抵達,6,1,0,1,120,0.6313249,-0.229905,14,2912,3455.6858,3320.9045,3065.979665543314,3646.6029307569393,HKG
下午班機,TPE,下午抵達,3,1,2,1,125,0.6313249,-0.229905,23,11523,10534.155,10162.99,8187.804146693981,11846.290145282503,HKG
早晨班機,TPE,上午抵達,2,0,0,0,120,0.6313249,-0.229905,12,3960,4020.6519,3944.9429,3831.010434873001,4083.428481406076,HKG
下午班機,TPE,下午抵達,6,0,0,1,125,0.6313249,-0.229905,24,1526,1581.6382,1550.4626,1472.8221705913652,1671.6662140009748,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,22,2217,2136.9905,2061.5996,1926.456174028732,2210.8270459411597,HKG
早晨班機,TPE,上午抵達,2,0,0,0,120,0.6313249,-0.229905,6,3974,4000.872,3991.3496,3718.6002573916885,4606.162959884179,HKG
下午班機,TPE,晚間抵達,5,1,0,1,120,0.6313249,-0.229905,15,3642,3876.009,3714.1091,3482.601803919772,3952.8134497633437,HKG
早晨班機,TPE,上午抵達,5,0,0,1,125,0.6313249,-0.229905,12,3760,3999.113,3879.412,3698.1300597590684,4051.190265621475,HKG
早晨班機,TPE,上午抵達,1,0,0,1,120,0.6313249,-0.229905,9,4427,4649.0645,4555.094,4113.073444653328,5078.578745470846,HKG
下午班機,TPE,晚間抵達,2,0,0,1,125,0.6313249,-0.229905,15,3925,3988.206,3954.1658,3572.0568955863687,4349.012211632843,HKG
下午班機,TPE,下午抵達,6,0,0,0,115,0.6313249,-0.229905,15,1748,3299.954,3199.9143,2397.4178755629177,3764.970520646388,HKG
上午班機,TPE,上午抵達,1,0,2,1,120,0.6313249,-0.229905,10,5392,4818.5156,4731.4497,4247.972684179659,5456.075526047384,HKG
下午班機,TPE,下午抵達,3,1,2,1,125,0.6313249,-0.229905,14,6767,6550.3784,6390.7417,6101.199198573181,6691.844250619985,HKG
下午班機,TPE,晚間抵達,5,1,0,0,120,0.6313249,-0.229905,24,3764,3754.0215,3685.8203,3524.0211359234504,3840.0711087310474,HKG
晚間班機,TPE,凌晨抵達,2,0,2,1,110,0.6313249,-0.229905,22,3821,4273.099,4461.844,3286.2245042765985,6153.923768444855,HKG
下午班機,TPE,下午抵達,6,0,0,1,115,0.6313249,-0.229905,24,1530,2041.2649,1990.5951,1671.5327427396853,2579.192961259459,HKG
下午班機,TPE,晚間抵達,6,0,0,1,115,0.6313249,-0.229905,24,1637,1781.5663,1731.6594,1636.5451557933268,1900.5574832663765,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,13,4482,4503.436,4441.953,4328.943529247115,4577.300146749728,HKG
晚間班機,TPE,晚間抵達,3,0,2,1,125,0.6313249,-0.229905,14,6767,6459.1875,6028.97,5264.5160797670715,6602.442318378128,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,13,4477,2775.8975,2696.9412,2409.653635541955,3135.445428206505,HKG
早晨班機,TPE,上午抵達,1,1,0,1,120,0.6313249,-0.229905,8,4063,4557.589,4528.537,4172.4472027165975,4945.427837808416,HKG
晚間班機,TPE,晚間抵達,3,1,0,0,125,0.6313249,-0.229905,14,4487,4811.323,4632.884,4414.7192113488145,4810.903525604557,HKG
上午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,8,2272,2868.2976,2703.06,2477.084697668569,3022.684199167974,HKG
上午班機,TPE,上午抵達,1,0,0,1,120,0.6313249,-0.229905,10,4067,3664.5046,3639.9392,3273.2303719035954,4135.747731226522,HKG
晚間班機,TPE,晚間抵達,3,1,0,0,125,0.6313249,-0.229905,22,4579,4641.6333,4486.748,4384.351857146925,4606.896112561242,HKG
下午班機,TPE,下午抵達,1,0,1,1,120,0.6313249,-0.229905,17,5265,4776.784,5035.7056,3683.1020498390444,7361.533682685879,HKG
下午班機,TPE,下午抵達,6,0,0,1,115,0.6313249,-0.229905,24,1515,2041.2649,1990.5951,1671.5327427396853,2579.192961259459,HKG
早晨班機,TPE,上午抵達,1,1,0,1,120,0.6313249,-0.229905,7,5379,4452.8687,4393.5425,4198.344599810298,4763.238212925087,HKG
晚間班機,TPE,晚間抵達,1,1,2,1,115,0.6313249,-0.229905,14,4064,3859.4727,4090.167,3611.941712784453,4548.759709794624,HKG
早晨班機,TPE,上午抵達,2,0,1,1,120,0.6313249,-0.229905,12,11132,8457.118,8269.803,5476.660853957391,10210.640695226437,HKG
下午班機,TPE,晚間抵達,5,1,0,1,120,0.6313249,-0.229905,24,3577,3680.269,3603.3254,3503.6029061198615,3664.070359485749,HKG
上午班機,TPE,上午抵達,3,0,0,1,120,0.6313249,-0.229905,6,4485,4967.1377,4927.22,4463.600977116477,5390.041470009072,HKG
晚間班機,TPE,晚間抵達,6,1,2,1,120,0.6313249,-0.229905,14,3798,3450.0862,3458.9773,3077.126410632892,4033.708413935585,HKG
上午班機,TPE,下午抵達,6,1,0,1,120,0.6313249,-0.229905,10,2875,3332.3894,3190.4834,2931.677318315483,3473.7454899238905,HKG
下午班機,TPE,晚間抵達,6,0,0,1,140,0.6313249,-0.229905,24,2312,2528.8796,2436.7075,2294.3541637502803,2854.702161567585,HKG
下午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,22,3463,7210.5835,6686.2793,4208.263086119723,8655.402393399074,HKG
上午班機,TPE,下午抵達,3,1,0,0,135,0.6313249,-0.229905,10,4508,4617.6978,4614.959,4368.91822725062,4914.953058757184,HKG
晚間班機,TPE,晚間抵達,6,1,1,1,120,0.6313249,-0.229905,13,3488,4125.567,3790.2673,2879.9786982036485,4916.489979669774,HKG
下午班機,TPE,下午抵達,3,1,2,0,125,0.6313249,-0.229905,24,15048,14789.732,13978.046,10758.32874150397,16224.765202476594,HKG
下午班機,TPE,下午抵達,1,0,0,0,115,0.6313249,-0.229905,14,4927,2931.847,2765.7888,2138.468457124759,3984.795713816095,HKG
晚間班機,TPE,晚間抵達,1,0,0,1,110,0.6313249,-0.229905,16,8249,7430.4194,6612.683,4889.653482954785,8803.99035889725,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,22,2523,2136.9905,2061.5996,1926.456174028732,2210.8270459411597,HKG
早晨班機,TPE,上午抵達,2,0,0,1,120,0.6313249,-0.229905,7,3950,4738.4097,4525.1387,4207.256629239836,5005.6268552460615,HKG
早晨班機,TPE,上午抵達,5,0,0,1,125,0.6313249,-0.229905,12,3777,3999.113,3879.412,3698.1300597590684,4051.190265621475,HKG
下午班機,TPE,晚間抵達,6,0,0,1,115,0.6313249,-0.229905,24,2045,1781.5663,1731.6594,1636.5451557933268,1900.5574832663765,HKG
晚間班機,TPE,晚間抵達,3,1,0,1,125,0.6313249,-0.229905,20,4533,4556.6543,4502.3535,4337.306107268996,4710.063005834922,HKG
晚間班機,TPE,晚間抵達,6,0,0,1,120,0.6313249,-0.229905,13,4530,2775.8975,2696.9412,2409.653635541955,3135.445428206505,HKG
晚間班機,TPE,凌晨抵達,6,0,0,1,120,0.6313249,-0.229905,22,2267,2271.138,2240.1973,2034.7067158402901,2437.729376283545,HKG
下午班機,TPE,下午抵達,1,0,0,0,120,0.6313249,-0.229905,24,4062,2784.8828,2773.9436,2161.6634689631464,3595.2150986584643,HKG
晚間班機,TPE,晚間抵達,1,0,0,1,110,0.6313249,-0.229905,22,4086,4103.0903,4080.4712,3895.588358590471,4335.507878787671,HKG
上午班機,TPE,下午抵達,2,0,0,1,125,0.6313249,-0.229905,10,4017,4437.676,4293.1846,3923.430747819163,4801.397659072039,HKG
上午班機,TPE,下午抵達,6,0,0,1,120,0.6313249,-0.229905,12,2272,2610.5872,2540.1648,2396.2709497871533,2741.246992906685,HKG
上午班機,TPE,上午抵達,6,0,2,1,115,0.6313249,-0.229905,7,3411,4586.215,4463.3003,3382.2629025372207,5824.775637511953,HKG
早晨班機,TPE,上午抵達,1,1,1,1,120,0.6313249,-0.229905,6,4058,5843.4307,5255.44,4281.090740361748,7560.99156297082,HKG
下午班機,TPE,下午抵達,6,0,1,1,125,0.6313249,-0.229905,19,2694,2034.1693,2131.0247,1707.523316638832,2998.735785819504,HKG
下午班機,TPE,晚間抵達,5,0,0,0,120,0.6313249,-0.229905,15,3622,3226.6196,3394.4832,2916.5934925069528,3989.119490876642,HKG
晚間班機,TPE,晚間抵達,6,0,2,1,120,0.6313249,-0.229905,22,2276,2865.2905,2740.502,2414.0573517054318,3179.15540696865,HKG
下午班機,TPE,下午抵達,3,1,0,1,125,0.6313249,-0.229905,24,4537,4631.1035,4511.2095,4452.321712940066,4570.168377364114,HKG
下午班機,TPE,晚間抵達,2,0,0,1,125,0.6313249,-0.229905,24,3971,4050.6018,3965.5886,3811.1124148982076,4064.137169572153,HKG
晚間班機,TPE,晚間抵達,3,0,0,1,125,0.6313249,-0.229905,22,4511,4641.9565,4564.2627,4363.695852847315,4838.669038316172,HKG
上午班機,TPE,下午抵達,2,0,0,1,125,0.6313249,-0.229905,12,4343,4460.9336,4282.517,3913.0910651077697,4667.086480431121,HKG
下午班機,TPE,晚間抵達,6,0,0,1,140,0.6313249,-0.229905,15,2449,3221.0747,3097.7246,2634.916843437075,3440.9334698125904,HKG
上午班機,TPE,下午抵達,3,1,0,1,135,0.6313249,-0.229905,10,4533,4632.411,4536.6567,4382.3168539687695,4707.540289282091,HKG
早晨班機,TPE,上午抵達,1,1,0,1,120,0.6313249,-0.229905,12,4086,4274.1553,4190.5186,4031.3977998778173,4331.775231511396,HKG
上午班機,TPE,上午抵達,1,1,0,0,120,0.6313249,-0.229905,8,4109,4304.2188,4296.839,3966.6417377991174,4719.861688495362,HKG
上午班機,TPE,下午抵達,3,1,0,1,135,0.6313249,-0.229905,10,4518,4632.411,4536.6567,4382.3168539687695,4707.540289282091,HKG
下午班機,TPE,下午抵達,1,0,0,1,120,0.6313249,-0.229905,24,4060,2745.5486,2721.0164,2243.423101698329,3290.0802339796824,HKG
早晨班機,TPE,上午抵達,5,0,0,1,125,0.6313249,-0.229905,10,3662,4088.708,4033.3516,3766.611838836761,4439.982457459647,HKG
下午班機,TPE,晚間抵達,3,0,0,1,125,0.6313249,-0.229905,24,4521,4630.012,4524.254,4437.540130681354,4637.045422095304,HKG
下午班機,TPE,下午抵達,6,0,2,1,115,0.6313249,-0.229905,23,2381,4444.229,4656.294,2627.3235377972683,6877.790331144284,HKG
下午班機,TPE,下午抵達,1,1,0,0,115,0.6313249,-0.229905,24,4082,4292.112,4039.4736,3692.4065478352813,4317.325097502358,HKG
上午班機,TPE,上午抵達,3,0,1,1,120,0.6313249,-0.229905,8,4491,7636.71,7166.852,5201.825765150857,8544.836480350577,HKG
上午班機,TPE,下午抵達,6,1,0,1,120,0.6313249,-0.229905,7,4234,3516.039,3428.2559,3048.3684893595046,3935.0927629683047,HKG
下午班機,TPE,下午抵達,3,1,0,1,125,0.6313249,-0.229905,24,4533,4631.1035,4511.2095,4452.321712940066,4570.168377364114,HKG
晚間班機,TPE,晚間抵達,2,0,0,1,120,0.6313249,-0.229905,22,4035,4053.292,3942.3284,3759.702770421699,4163.506422802814,HKG
晚間班機,TPE,晚間抵達,3,1,2,0,125,0.6313249,-0.229905,13,8810,7420.2847,7425.0566,6174.281960557848,8469.691964856156,HKG
晚間班機,TPE,晚間抵達,2,0,0,0,120,0.6313249,-0.229905,14,4179,4721.27,4680.2954,4154.38466628783,5421.2741058049305,HKG
