出發時段,出發機場代號,抵達時段,航空聯盟,機型分類,假期,是否為平日,飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,下界,上界,抵達機場代號
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,12872,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
凌晨班機,TPE,凌晨抵達,6,0,2,1,170,-0.84717,0.7560275,1,12799,12590.818,12377.337,11248.43320684684,13967.000141050352,HND
下午班機,TSA,下午抵達,1,1,1,0,180,-0.84717,0.7560275,8,19962,21180.15,20195.975,18638.242150945924,22295.62879934586,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,5986,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
上午班機,TSA,下午抵達,3,1,0,0,170,-0.84717,0.7560275,4,14751,13810.008,13834.964,12757.967654664717,15068.97852380654,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10262,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
晚間班機,TSA,晚間抵達,2,1,2,1,170,-0.84717,0.7560275,3,29032,19870.584,19012.133,16519.451445844505,24144.07233537993,HND
下午班機,TSA,晚間抵達,1,1,1,1,170,-0.84717,0.7560275,7,27684,23014.57,21809.371,18424.168008819568,24580.14206350899,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10034,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,5512,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,9140,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,8677,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,12234,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10292,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,3,1,2,1,170,-0.84717,0.7560275,8,27444,18367.61,18625.191,17065.552966433028,20550.647603418198,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,7204,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,6126,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
下午班機,TSA,下午抵達,1,1,2,0,180,-0.84717,0.7560275,8,16915,22998.07,22201.523,18841.33375871444,27078.97972331637,HND
上午班機,TSA,下午抵達,2,1,2,1,170,-0.84717,0.7560275,3,25020,25262.393,23901.777,21072.164026988416,27844.722762685094,HND
下午班機,TSA,下午抵達,1,1,0,0,180,-0.84717,0.7560275,8,14555,15448.742,14938.172,14149.805494513668,16093.62546296088,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10772,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,3,1,1,1,170,-0.84717,0.7560275,7,30917,20237.719,19173.906,16680.374755124634,21699.439657247178,HND
凌晨班機,TPE,凌晨抵達,6,0,2,1,170,-0.84717,0.7560275,1,11474,12590.818,12377.337,11248.43320684684,13967.000141050352,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,14821,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
早晨班機,TSA,上午抵達,1,1,0,0,170,-0.84717,0.7560275,2,11148,12652.742,12642.621,11423.389057643159,14196.27461855355,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,15273,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10899,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,14357,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
凌晨班機,TPE,凌晨抵達,6,0,0,0,170,-0.84717,0.7560275,1,6813,7192.539,7037.658,6490.709395596534,7565.840445687204,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,13837,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,15338,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,13407,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
早晨班機,TSA,上午抵達,1,1,1,1,170,-0.84717,0.7560275,2,16772,17858.977,17179.521,16041.234118944381,18226.312004966752,HND
上午班機,TSA,下午抵達,2,1,1,0,170,-0.84717,0.7560275,4,17355,19273.055,17456.951,16062.603924309176,20192.56644712091,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,11090,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,19427,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
早晨班機,TSA,上午抵達,1,1,2,1,170,-0.84717,0.7560275,1,26210,25974.111,23585.37,19608.635955482252,27524.39844136239,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,14077,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
晚間班機,TPE,凌晨抵達,6,0,2,1,180,-0.84717,0.7560275,3,14386,11008.973,10820.348,9853.793423653617,12432.53826921101,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,11243,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,13099,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
上午班機,TSA,下午抵達,3,1,2,1,170,-0.84717,0.7560275,3,23915,25781.781,24180.215,21202.876782214087,28389.063307019624,HND
下午班機,TSA,晚間抵達,3,1,0,0,170,-0.84717,0.7560275,8,12342,13638.877,13205.827,12061.929268947306,14705.853767316237,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,11068,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,11034,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,14822,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,10801,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,14038,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,5971,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,7176,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,16544,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TPE,凌晨抵達,6,0,1,0,180,-0.84717,0.7560275,3,9253,10580.292,10238.986,8728.630861126338,11259.557777458109,HND
凌晨班機,TPE,凌晨抵達,6,0,1,1,170,-0.84717,0.7560275,1,8158,10901.519,10442.834,8881.940363680455,11487.090968146578,HND
晚間班機,TPE,凌晨抵達,6,0,0,0,180,-0.84717,0.7560275,3,5996,6887.498,6721.2427,6289.173253698596,7146.839758063755,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,13049,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,10202,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
上午班機,TSA,下午抵達,2,1,2,1,170,-0.84717,0.7560275,3,21222,25262.393,23901.777,21072.164026988416,27844.722762685094,HND
晚間班機,TPE,凌晨抵達,6,0,1,1,180,-0.84717,0.7560275,3,9161,10932.787,10625.891,9008.707035809002,11437.329452093953,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,16362,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,8333,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
下午班機,TSA,下午抵達,1,1,0,0,180,-0.84717,0.7560275,8,15461,15448.742,14938.172,14149.805494513668,16093.62546296088,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,11065,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
早晨班機,TSA,上午抵達,1,1,2,1,170,-0.84717,0.7560275,2,17335,24996.846,23351.076,19540.751933360327,27843.905521452536,HND
上午班機,TSA,下午抵達,3,1,0,0,170,-0.84717,0.7560275,4,16027,13810.008,13834.964,12757.967654664717,15068.97852380654,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,12372,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
上午班機,TSA,下午抵達,2,1,1,1,170,-0.84717,0.7560275,4,17107,19409.963,18607.969,17358.961791508766,19920.57780128683,HND
凌晨班機,TPE,凌晨抵達,6,0,0,0,170,-0.84717,0.7560275,1,5655,7192.539,7037.658,6490.709395596534,7565.840445687204,HND
晚間班機,TSA,晚間抵達,2,1,1,1,170,-0.84717,0.7560275,3,15345,15087.626,15253.028,14176.167368082963,17859.07565731333,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,23748,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TSA,晚間抵達,2,1,0,0,170,-0.84717,0.7560275,3,11533,12598.867,12217.908,11186.248836864164,13321.94604840842,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,7083,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
上午班機,TSA,下午抵達,3,1,1,0,170,-0.84717,0.7560275,4,18690,21794.547,21636.236,17976.807905001497,24248.715141982855,HND
下午班機,TSA,下午抵達,1,1,0,0,180,-0.84717,0.7560275,8,14681,15448.742,14938.172,14149.805494513668,16093.62546296088,HND
下午班機,TSA,晚間抵達,1,1,1,1,170,-0.84717,0.7560275,8,20412,20992.56,19889.184,18635.831024180115,21405.027540307663,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,10236,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,13766,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,11804,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,9763,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
下午班機,TSA,下午抵達,1,1,2,1,180,-0.84717,0.7560275,8,24531,24457.066,23995.674,21157.078906515897,26470.204776890947,HND
上午班機,TSA,下午抵達,3,1,2,1,170,-0.84717,0.7560275,4,15594,25339.873,24116.81,20393.98175212317,29034.852133309305,HND
下午班機,TSA,下午抵達,1,1,0,0,180,-0.84717,0.7560275,8,14608,15448.742,14938.172,14149.805494513668,16093.62546296088,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,12788,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
早晨班機,TSA,上午抵達,1,1,2,0,170,-0.84717,0.7560275,2,31672,28346.62,28908.76,19219.759808308492,43311.88394803563,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,11415,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,10960,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,13470,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
下午班機,TSA,下午抵達,1,1,1,1,180,-0.84717,0.7560275,7,24447,23857.025,21641.045,19770.866806710328,24385.342165108825,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,13760,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,9195,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
上午班機,TSA,下午抵達,2,1,0,0,170,-0.84717,0.7560275,4,11547,12730.915,12268.118,11415.666737578535,13144.396490261155,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,13639,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
晚間班機,TSA,晚間抵達,2,1,2,1,170,-0.84717,0.7560275,3,16736,19870.584,19012.133,16519.451445844505,24144.07233537993,HND
凌晨班機,TPE,凌晨抵達,6,0,2,1,170,-0.84717,0.7560275,1,15149,12590.818,12377.337,11248.43320684684,13967.000141050352,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,10655,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,13711,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,8282,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
早晨班機,TSA,上午抵達,1,1,2,0,170,-0.84717,0.7560275,2,16116,28346.62,28908.76,19219.759808308492,43311.88394803563,HND
早晨班機,TSA,上午抵達,1,1,0,0,170,-0.84717,0.7560275,2,10292,12652.742,12642.621,11423.389057643159,14196.27461855355,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,11228,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
晚間班機,TSA,晚間抵達,2,1,1,1,170,-0.84717,0.7560275,3,28489,15087.626,15253.028,14176.167368082963,17859.07565731333,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,13425,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
晚間班機,TPE,凌晨抵達,6,0,0,1,180,-0.84717,0.7560275,3,6223,6359.62,6238.183,6025.411261810881,6516.716712103783,HND
上午班機,TSA,下午抵達,2,1,2,1,170,-0.84717,0.7560275,2,33370,28271.32,27654.742,22850.373530080422,33080.80493591248,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,20667,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,10794,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
晚間班機,TPE,凌晨抵達,6,0,2,0,180,-0.84717,0.7560275,3,6768,11965.654,11682.785,9577.539095028347,13605.206996944196,HND
下午班機,TSA,晚間抵達,1,1,1,1,170,-0.84717,0.7560275,8,20482,20992.56,19889.184,18635.831024180115,21405.027540307663,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,13056,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,13323,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
上午班機,TSA,下午抵達,2,1,2,1,170,-0.84717,0.7560275,4,17512,24296.305,23336.895,21058.607479865284,26293.767378335902,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,14510,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
上午班機,TSA,下午抵達,2,1,1,1,170,-0.84717,0.7560275,4,15430,19409.963,18607.969,17358.961791508766,19920.57780128683,HND
凌晨班機,TPE,凌晨抵達,6,0,2,0,170,-0.84717,0.7560275,1,9270,13424.26,13217.482,11295.446006540387,14443.712446272646,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,16803,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,11135,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
晚間班機,TSA,晚間抵達,2,1,0,0,170,-0.84717,0.7560275,3,9238,12598.867,12217.908,11186.248836864164,13321.94604840842,HND
上午班機,TSA,下午抵達,3,1,0,0,170,-0.84717,0.7560275,4,11852,13810.008,13834.964,12757.967654664717,15068.97852380654,HND
早晨班機,TSA,上午抵達,1,1,0,1,170,-0.84717,0.7560275,2,10129,11435.589,11127.117,10642.46109802074,11570.358102303988,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,15933,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
晚間班機,TSA,晚間抵達,2,1,2,1,170,-0.84717,0.7560275,3,23941,19870.584,19012.133,16519.451445844505,24144.07233537993,HND
上午班機,TSA,下午抵達,3,1,0,0,170,-0.84717,0.7560275,4,12158,13810.008,13834.964,12757.967654664717,15068.97852380654,HND
下午班機,TSA,晚間抵達,1,1,0,0,170,-0.84717,0.7560275,8,10569,15376.67,14887.396,14153.974794339338,15771.709999973398,HND
下午班機,TSA,下午抵達,1,1,0,0,180,-0.84717,0.7560275,8,12930,15448.742,14938.172,14149.805494513668,16093.62546296088,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,14773,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,6880,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
早晨班機,TSA,上午抵達,1,1,2,1,170,-0.84717,0.7560275,1,18337,25974.111,23585.37,19608.635955482252,27524.39844136239,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,10898,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
凌晨班機,TPE,凌晨抵達,6,0,1,1,170,-0.84717,0.7560275,1,10967,10901.519,10442.834,8881.940363680455,11487.090968146578,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,12790,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,11682,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
晚間班機,TSA,晚間抵達,2,1,2,1,170,-0.84717,0.7560275,3,13917,19870.584,19012.133,16519.451445844505,24144.07233537993,HND
下午班機,TSA,晚間抵達,3,1,0,1,170,-0.84717,0.7560275,8,10126,12720.004,12259.58,11297.099533738508,13193.967866247127,HND
早晨班機,TSA,上午抵達,1,1,0,0,170,-0.84717,0.7560275,2,10953,12652.742,12642.621,11423.389057643159,14196.27461855355,HND
下午班機,TSA,晚間抵達,1,1,1,1,170,-0.84717,0.7560275,8,19391,20992.56,19889.184,18635.831024180115,21405.027540307663,HND
上午班機,TSA,下午抵達,2,1,2,1,170,-0.84717,0.7560275,4,22601,24296.305,23336.895,21058.607479865284,26293.767378335902,HND
下午班機,TSA,晚間抵達,1,1,2,1,170,-0.84717,0.7560275,8,24691,20533.193,20424.035,18162.08342768415,22787.56987705488,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,10664,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,12225,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
早晨班機,TSA,上午抵達,1,1,0,0,170,-0.84717,0.7560275,2,11939,12652.742,12642.621,11423.389057643159,14196.27461855355,HND
晚間班機,TSA,晚間抵達,2,1,0,1,170,-0.84717,0.7560275,3,9118,11189.982,10961.437,10351.536283518271,11683.846350709564,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,11687,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,12891,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,12838,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,3,15046,12318.418,11867.4795,11084.952843908613,12734.123539769598,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,14629,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
下午班機,TSA,下午抵達,1,1,2,1,180,-0.84717,0.7560275,8,22519,24457.066,23995.674,21157.078906515897,26470.204776890947,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,15262,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
上午班機,TSA,下午抵達,3,1,0,1,170,-0.84717,0.7560275,4,14147,12929.009,12677.977,12181.425130276719,13384.917351844268,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,18753,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
凌晨班機,TPE,凌晨抵達,6,0,0,1,170,-0.84717,0.7560275,1,5573,6814.0327,6660.3735,6309.869262758229,7044.977790615538,HND
上午班機,TSA,下午抵達,2,1,0,0,170,-0.84717,0.7560275,4,13832,12730.915,12268.118,11415.666737578535,13144.396490261155,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,13962,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
早晨班機,TSA,上午抵達,1,1,0,0,170,-0.84717,0.7560275,2,11448,12652.742,12642.621,11423.389057643159,14196.27461855355,HND
早晨班機,TSA,上午抵達,1,1,1,1,170,-0.84717,0.7560275,2,15528,17858.977,17179.521,16041.234118944381,18226.312004966752,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,13911,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
凌晨班機,TPE,凌晨抵達,6,0,0,0,170,-0.84717,0.7560275,1,5904,7192.539,7037.658,6490.709395596534,7565.840445687204,HND
上午班機,TSA,下午抵達,3,1,2,1,170,-0.84717,0.7560275,3,27579,25781.781,24180.215,21202.876782214087,28389.063307019624,HND
下午班機,TSA,晚間抵達,1,1,0,1,170,-0.84717,0.7560275,8,13614,14296.672,13856.316,13276.867829506607,14491.814621661599,HND
下午班機,TSA,晚間抵達,1,1,1,1,170,-0.84717,0.7560275,8,17323,20992.56,19889.184,18635.831024180115,21405.027540307663,HND
上午班機,TSA,下午抵達,2,1,0,1,170,-0.84717,0.7560275,4,13205,12251.573,11899.963,11356.213110547442,12482.849675854013,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,14617,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
上午班機,TSA,下午抵達,2,1,0,0,170,-0.84717,0.7560275,4,15468,12730.915,12268.118,11415.666737578535,13144.396490261155,HND
下午班機,TSA,下午抵達,1,1,0,1,180,-0.84717,0.7560275,8,14629,15323.498,14864.384,14118.790987585813,15572.791160688026,HND
