出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,預測區間下界,預測區間上界,抵達機場代號
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,745,1005,2.7842724,-2.49911,74,177681.0,212537.23,188405.03,164221.4004859601,227848.034782464,ZRH
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,0,185,955,2.7842724,-2.49911,88,97146.0,101864.18,98544.52,89811.1820406017,106251.74543350804,ZRH
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,1,1105,950,2.7842724,-2.49911,12,96409.0,98274.695,96780.33,90694.63084329374,105984.82709473408,ZRH
早晨班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,850,960,2.7842724,-2.49911,26,87006.0,91504.84,88480.41,85738.18602517732,93181.33838203804,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,175,955,2.7842724,-2.49911,82,86380.0,89594.04,88694.914,85772.69670810107,91338.95007837971,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,730,1030,2.7842724,-2.49911,75,243525.0,183052.84,176745.52,148648.07773199325,213215.5339181761,ZRH
上午班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,700,940,2.7842724,-2.49911,13,136286.0,111082.9,109457.63,105963.61337378975,113900.19036012828,ZRH
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,0,170,950,2.7842724,-2.49911,61,126239.0,109169.28,106816.44,98049.77521485268,113651.12877978242,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1120,1040,2.7842724,-2.49911,57,188629.0,181659.83,179441.56,167560.54524956708,194000.26523056565,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,175,955,2.7842724,-2.49911,92,86886.0,87899.664,87381.04,84811.12444694414,89444.49169826145,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,70,945,2.7842724,-2.49911,85,104475.0,104324.805,103644.805,99283.11397500224,106426.85189713283,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,200,940,2.7842724,-2.49911,92,105545.0,106452.984,105059.34,101603.69988757621,107243.46378159305,ZRH
凌晨班機,TPE,晚間抵達,1,1,2,1,1,0,1,1,530,970,2.7842724,-2.49911,8,101676.0,106609.03,105026.586,98559.07834257305,112950.11655703586,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,700,965,2.7842724,-2.49911,4,123268.0,101478.945,102655.68,93662.57545372928,113104.25651063927,ZRH
早晨班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,850,960,2.7842724,-2.49911,25,86223.0,90148.914,88098.23,85901.6390248589,91567.79390313046,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,720,1065,2.7842724,-2.49911,22,107824.0,124535.15,121181.31,113837.11863843867,131248.31782616317,ZRH
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,695,980,2.7842724,-2.49911,76,109536.0,124331.16,121882.06,112443.10895405816,135070.39174540818,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,2,2,1,720,1065,2.7842724,-2.49911,30,103663.0,149129.6,140843.34,126339.32033277799,170842.67453540757,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,730,1060,2.7842724,-2.49911,70,228518.0,155017.48,156485.02,103936.18899354637,204900.2338061754,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1120,1040,2.7842724,-2.49911,49,188572.0,186594.73,183101.2,175652.14299044263,187688.04595234946,ZRH
晚間班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,230,940,2.7842724,-2.49911,84,107758.0,105592.92,105374.625,100170.61225771724,108937.162179532,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,930,1030,2.7842724,-2.49911,53,188568.0,183702.53,181558.17,173518.5907287231,189152.06380055638,ZRH
晚間班機,TPE,晚間抵達,1,1,5,1,2,0,1,1,620,1010,2.7842724,-2.49911,74,104439.0,106625.71,105226.6,96133.99149181905,119247.55849522362,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,525,1005,2.7842724,-2.49911,89,118272.0,120286.09,116419.14,100694.59271344065,133345.1005715698,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,870,940,2.7842724,-2.49911,24,105204.0,114206.14,112095.055,107503.8782790157,116567.7821016647,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,200,940,2.7842724,-2.49911,86,105017.0,105066.76,104776.58,101223.91079497353,106782.71726240464,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,2,0,810,970,2.7842724,-2.49911,92,104464.0,109081.96,109718.5,103172.8505134957,115443.3032194799,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,75,960,2.7842724,-2.49911,81,86576.0,86773.164,87308.49,83209.8009676314,93182.15150585175,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,790,990,2.7842724,-2.49911,87,224263.0,194653.38,184445.62,159417.3673481813,205618.3718432111,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,795,960,2.7842724,-2.49911,72,221470.0,182206.89,166846.36,136737.9300622327,194383.1544467073,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,120,980,2.7842724,-2.49911,70,190442.0,189666.45,169317.28,143337.37956587508,185177.52641720133,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,75,960,2.7842724,-2.49911,71,123317.0,111301.24,109176.984,98259.37615927108,123382.55571516728,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,405,955,2.7842724,-2.49911,37,86537.0,87834.38,86911.555,83916.9943795719,90393.19066441314,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,770,950,2.7842724,-2.49911,16,86923.0,88349.21,87693.19,85895.0157942893,90291.93524500701,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,950,1030,2.7842724,-2.49911,57,104634.0,113231.28,115468.0,106946.40281540425,130961.7248208771,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,335,945,2.7842724,-2.49911,32,147704.0,135499.22,133806.47,123109.5190734755,143338.76705862157,ZRH
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,425,1030,2.7842724,-2.49911,78,230908.0,202404.62,182415.02,149180.01044185588,213578.9204990939,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,120,980,2.7842724,-2.49911,27,115089.0,134062.95,130210.66,121922.90051520757,139577.77691613708,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,0,790,990,2.7842724,-2.49911,93,226224.0,193357.88,191202.89,165700.09822508402,212831.96997180465,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,0,1120,1040,2.7842724,-2.49911,31,188683.0,188303.9,187130.42,178938.51855291871,199710.9442502021,ZRH
早晨班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,135,1105,2.7842724,-2.49911,28,123264.0,122276.27,132312.9,114745.94338434974,170909.0362741538,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,610,955,2.7842724,-2.49911,53,86149.0,84319.84,85382.73,83135.30317740545,87132.58439443492,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,790,990,2.7842724,-2.49911,80,222683.0,192546.73,182538.39,162224.69861539896,208951.4222458542,ZRH
晚間班機,TPE,上午抵達,1,0,1,1,1,0,1,1,105,960,2.7842724,-2.49911,84,206230.0,184806.75,163814.56,130854.22432597118,192790.00329279472,ZRH
早晨班機,TPE,早晨抵達,1,1,5,1,1,0,2,1,840,975,2.7842724,-2.49911,19,75131.0,89227.63,88692.88,83508.3766730439,95376.45742508404,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,335,955,2.7842724,-2.49911,49,87014.0,88686.375,89378.2,86996.44284276874,93112.49964468736,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,335,955,2.7842724,-2.49911,53,88525.0,87464.0,88453.49,85242.08330278247,91698.83412381737,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,240,955,2.7842724,-2.49911,71,123064.0,113217.13,111864.27,97479.95317049528,124429.17346929172,ZRH
上午班機,TPE,上午抵達,1,1,1,1,1,0,1,1,880,955,2.7842724,-2.49911,14,96414.0,99755.22,96835.91,90416.91999489121,103180.27954692428,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1150,970,2.7842724,-2.49911,50,250447.0,113823.73,114870.39,107115.02803408998,127125.03981932206,ZRH
下午班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,1050,1045,2.7842724,-2.49911,57,104024.0,104929.375,104426.63,100219.8228547595,108160.97487674546,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,610,955,2.7842724,-2.49911,24,97234.0,99644.64,97075.85,92649.5546815063,101828.6715233893,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,115,945,2.7842724,-2.49911,85,104705.0,103597.87,103734.695,99576.41800354836,106405.41778191176,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,335,945,2.7842724,-2.49911,44,106241.0,110669.77,109361.33,104690.1204390673,114820.95015555945,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,0,730,990,2.7842724,-2.49911,88,227618.0,190948.88,181697.78,150219.50165447436,207687.47356895832,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,2,2,1,395,1085,2.7842724,-2.49911,50,117257.0,101396.914,106646.45,94359.19602171126,120258.06264363132,ZRH
晚間班機,TPE,早晨抵達,1,1,5,1,1,0,2,1,170,975,2.7842724,-2.49911,91,67300.0,78104.8,77436.836,72833.25873204623,82342.27802126815,ZRH
下午班機,TSA,晚間抵達,0,0,1,1,1,0,2,1,1285,965,2.7842724,-2.49911,54,103754.0,111375.35,108305.87,100980.78149657203,115253.27674340006,ZRH
早晨班機,TPE,早晨抵達,1,1,3,1,1,2,2,1,850,960,2.7842724,-2.49911,30,86882.0,94400.27,96946.61,86803.8550096014,103737.3247017616,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,2,2,1,1150,970,2.7842724,-2.49911,32,130701.0,126288.38,126347.89,115061.49733314362,146919.10079983293,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,395,1095,2.7842724,-2.49911,60,99254.0,97289.945,96374.055,91696.5757094971,101435.2980002927,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,115,945,2.7842724,-2.49911,82,108239.0,108011.27,107228.58,101821.69424063883,110656.61694542982,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,395,1095,2.7842724,-2.49911,33,108304.0,111448.88,110642.12,99216.19681359545,121497.70254547127,ZRH
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,1300,955,2.7842724,-2.49911,17,96377.0,105122.99,107120.445,95337.14621330956,124306.11852649685,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,240,955,2.7842724,-2.49911,76,100385.0,118470.35,114570.07,99231.11965044621,148876.98099613012,ZRH
晚間班機,TPE,上午抵達,1,0,2,1,1,0,1,1,130,1055,2.7842724,-2.49911,76,267989.0,221037.73,206877.17,153571.41299954435,239888.77543442175,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,550,935,2.7842724,-2.49911,51,105696.0,104614.83,105937.28,102318.92995672794,108856.01677128358,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,755,965,2.7842724,-2.49911,15,86255.0,89832.4,88963.805,86983.6025379053,91366.34765233865,ZRH
早晨班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,855,940,2.7842724,-2.49911,27,110589.0,116528.0,112633.32,108441.79168908513,118720.01610073974,ZRH
晚間班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,205,935,2.7842724,-2.49911,93,106202.0,107254.56,106526.914,102252.20707695132,109387.20190127642,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,745,1005,2.7842724,-2.49911,88,218095.0,192847.75,178834.23,154709.36954116222,203769.9075062178,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,720,1065,2.7842724,-2.49911,25,111906.0,117965.266,115293.48,108656.16099011828,132891.99731967886,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,0,800,960,2.7842724,-2.49911,89,220944.0,181583.97,162376.44,137451.4149272011,197934.4288036512,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,265,945,2.7842724,-2.49911,30,139246.0,137028.48,137568.75,127157.85680487644,143516.5386505892,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,730,990,2.7842724,-2.49911,75,260369.0,194457.62,188169.98,156566.45567681667,219721.1695587907,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,140,955,2.7842724,-2.49911,76,100031.0,97615.234,99249.25,92737.66342124983,116979.33064598581,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,155,970,2.7842724,-2.49911,22,115170.0,136041.75,130294.125,115748.22597724499,144794.41886794296,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,200,965,2.7842724,-2.49911,20,143745.0,114297.67,114044.41,110393.12394151094,117608.74731128993,ZRH
晚間班機,TPE,上午抵達,1,0,2,1,1,0,1,1,95,1055,2.7842724,-2.49911,71,267955.0,230399.69,211812.62,168788.75856868233,239256.68171528063,ZRH
下午班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,370,945,2.7842724,-2.49911,53,106081.0,101737.484,103289.48,100169.69993992549,105167.97454148924,ZRH
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,430,1030,2.7842724,-2.49911,91,221136.0,188956.55,176350.69,146411.53066471536,203051.40405209473,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,200,940,2.7842724,-2.49911,72,148565.0,140450.47,141674.94,132272.4964434331,156658.75167976916,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,0,1150,970,2.7842724,-2.49911,44,104464.0,108961.36,107312.67,101914.59390863642,114312.9851344087,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,770,950,2.7842724,-2.49911,14,90109.0,90353.42,89325.55,87151.51596139083,92559.97382661125,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,120,980,2.7842724,-2.49911,23,114554.0,121616.63,120290.22,113156.5132715206,128865.97499584136,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,200,940,2.7842724,-2.49911,82,107577.0,106570.914,106260.37,101795.30433494637,109324.22336370188,ZRH
下午班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,1010,1040,2.7842724,-2.49911,57,104269.0,105236.64,105859.11,100588.72403247215,112030.3939686791,ZRH
下午班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,945,1040,2.7842724,-2.49911,49,108598.0,105977.3,103044.0,99109.28553721687,108130.53921181217,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,720,1030,2.7842724,-2.49911,84,228408.0,189663.19,176180.56,146838.17227594633,200488.68458331897,ZRH
晚間班機,TPE,上午抵達,1,0,1,1,1,0,1,1,130,1000,2.7842724,-2.49911,75,223373.0,208406.1,194397.17,164753.14021359765,224976.0586789981,ZRH
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,430,1030,2.7842724,-2.49911,89,223175.0,189298.17,177028.92,149557.49231036656,205560.31173163388,ZRH
晚間班機,TPE,下午抵達,1,1,1,1,1,2,1,1,410,955,2.7842724,-2.49911,72,150126.0,153350.05,141013.36,125356.21584466967,173393.18892091242,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,700,965,2.7842724,-2.49911,15,86702.0,89809.96,88916.13,86487.03619932561,91557.33056634535,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,755,965,2.7842724,-2.49911,9,103209.0,97739.69,99485.02,92808.7785295617,107423.12945526504,ZRH
晚間班機,TPE,早晨抵達,1,0,1,1,1,2,2,1,205,935,2.7842724,-2.49911,74,140752.0,142592.06,141693.31,132398.23526578053,155044.33033674187,ZRH
晚間班機,TSA,晚間抵達,0,0,1,1,1,0,2,0,835,1030,2.7842724,-2.49911,61,130481.0,121170.57,120319.02,113246.22652498234,130014.84489718128,ZRH
凌晨班機,TPE,晚間抵達,1,1,2,1,1,0,1,1,530,970,2.7842724,-2.49911,8,107044.0,106609.03,105026.586,98559.07834257305,112950.11655703586,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,2,2,0,930,1030,2.7842724,-2.49911,33,188934.0,221933.33,220646.83,199816.205975924,247978.9362979946,ZRH
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,0,410,950,2.7842724,-2.49911,88,97129.0,100021.38,97123.17,89013.18455101915,105754.68982450083,ZRH
晚間班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,270,950,2.7842724,-2.49911,84,104868.0,105744.89,105094.12,99946.25833272969,108774.36644213318,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,420,940,2.7842724,-2.49911,30,141078.0,147741.03,138788.34,125268.40728152913,146541.1400824647,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,540,945,2.7842724,-2.49911,48,104452.0,111432.41,111295.3,106247.37057861802,118227.01889311582,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,200,940,2.7842724,-2.49911,88,110706.0,108819.19,107942.695,104671.78370668176,110945.0531562585,ZRH
早晨班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,125,1080,2.7842724,-2.49911,19,120789.0,133463.14,135910.39,117170.45137727693,157360.9506714087,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,2,2,0,870,940,2.7842724,-2.49911,21,159579.0,151829.64,151350.11,140872.06548639355,171199.07055204938,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,720,1065,2.7842724,-2.49911,22,121053.0,124535.15,121181.31,113837.11863843867,131248.31782616317,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,270,945,2.7842724,-2.49911,35,108236.0,107599.0,105519.64,103540.76888008117,108180.43096110698,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1135,955,2.7842724,-2.49911,35,289967.0,286117.22,283126.8,266051.643290085,291208.6461758195,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,95,985,2.7842724,-2.49911,27,123042.0,130485.875,127051.25,118330.71071779888,136976.66744863903,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,720,1065,2.7842724,-2.49911,18,110475.0,129275.11,126657.34,117107.78009416515,139177.92778060335,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,700,940,2.7842724,-2.49911,14,106465.0,108061.555,107226.125,104451.77909913381,110581.5226002016,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,200,940,2.7842724,-2.49911,70,109509.0,110827.46,111803.805,106542.37303874093,117339.05088452727,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,125,1010,2.7842724,-2.49911,87,223517.0,196936.25,188072.39,161610.64201609336,212491.74934158093,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,75,960,2.7842724,-2.49911,89,92704.0,88154.54,86840.55,84184.0498116293,89119.31850565465,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,810,970,2.7842724,-2.49911,87,104734.0,116423.695,111911.55,106556.1849576218,116583.96660184058,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,425,940,2.7842724,-2.49911,47,115127.0,115045.03,114062.24,109769.08353549456,120550.43026183361,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,200,940,2.7842724,-2.49911,86,104791.0,105066.76,104776.58,101223.91079497353,106782.71726240464,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,700,965,2.7842724,-2.49911,14,95787.0,89763.72,88526.24,86126.97076645483,90941.30736116825,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,485,945,2.7842724,-2.49911,32,147704.0,133863.9,130929.64,119404.88032079997,138941.16408137922,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,635,945,2.7842724,-2.49911,15,125984.0,114194.49,112274.586,108620.16554395812,119845.82528048655,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,190,1095,2.7842724,-2.49911,49,92282.0,93805.36,92646.63,88353.9520909192,98976.83258462134,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,265,945,2.7842724,-2.49911,46,104122.0,113550.29,112425.766,108997.55807365435,115917.18066067442,ZRH
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,1,185,955,2.7842724,-2.49911,85,145530.0,101039.945,98166.98,88359.3471204775,110023.28805463997,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,190,1095,2.7842724,-2.49911,40,92844.0,101728.555,101754.66,93427.26464562993,125994.56470955684,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,425,940,2.7842724,-2.49911,46,120062.0,111428.37,109679.58,106298.55270522767,112710.11906566942,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,405,955,2.7842724,-2.49911,46,91582.0,94468.81,92512.875,89908.66571122462,96905.78555333601,ZRH
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,1,605,955,2.7842724,-2.49911,78,124756.0,112423.625,105606.62,94047.03359571344,119276.8859084867,ZRH
早晨班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,805,940,2.7842724,-2.49911,19,148423.0,139818.86,143008.25,125511.3740592844,159289.51690995737,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,950,1030,2.7842724,-2.49911,30,252857.0,154961.9,146781.55,129412.43411575451,174590.9612836056,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,430,980,2.7842724,-2.49911,86,140515.0,182858.64,162803.0,138901.9943309081,192368.7357390526,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,425,940,2.7842724,-2.49911,47,112100.0,110664.914,109843.61,106505.5466212435,113250.19833035118,ZRH
晚間班機,TPE,早晨抵達,0,0,3,1,1,2,2,1,230,940,2.7842724,-2.49911,88,108799.0,103604.484,105877.69,100689.87050955303,111614.37442429522,ZRH
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,925,970,2.7842724,-2.49911,85,108593.0,113655.266,117651.13,108172.83792646595,129631.45526117078,ZRH
