出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,預測區間下界,預測區間上界,抵達機場代號
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,140,955,2.7842724,-2.49911,87,21183.0,20535.094,20365.605,19569.56509781314,20868.912441251097,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,770,950,2.7842724,-2.49911,13,25067.0,22462.32,22286.766,21169.9416965161,23395.355486404325,ZRH
下午班機,TPE,早晨抵達,1,1,5,1,1,0,2,1,465,975,2.7842724,-2.49911,57,22307.0,26229.117,25660.037,23023.20578203816,27666.67777449478,ZRH
下午班機,TSA,晚間抵達,0,0,1,1,1,0,2,0,1285,965,2.7842724,-2.49911,46,27764.0,31868.928,32324.44,27392.22906605825,36871.718570096804,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,610,955,2.7842724,-2.49911,53,20928.0,20500.594,20702.873,19737.771752452427,21223.875669892823,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,120,980,2.7842724,-2.49911,72,26159.0,25193.004,27374.543,23921.33078397763,31718.888135905723,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,120,980,2.7842724,-2.49911,25,35202.0,38402.52,41675.05,34187.94470712927,48796.73708098628,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,200,965,2.7842724,-2.49911,21,43976.0,40429.582,43759.266,36297.643702061796,51824.169525854595,ZRH
下午班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,1050,1045,2.7842724,-2.49911,53,28236.0,28734.188,28892.883,25447.40917370351,34806.09212745696,ZRH
下午班機,TSA,晚間抵達,0,0,1,1,1,0,2,0,1285,965,2.7842724,-2.49911,44,29686.0,31180.55,32860.555,28662.930450508476,38284.16631475055,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,705,970,2.7842724,-2.49911,91,29180.0,32302.064,28954.838,24634.188662750785,35095.93281387715,ZRH
下午班機,TSA,晚間抵達,0,0,1,1,1,0,2,1,1285,965,2.7842724,-2.49911,54,27756.0,32009.229,32287.527,27888.080863114832,37297.81205825858,ZRH
晚間班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,205,935,2.7842724,-2.49911,75,31370.0,28919.955,28844.316,26311.545203218066,32407.655337785374,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,420,940,2.7842724,-2.49911,29,28579.0,27084.834,28254.395,25105.37950554789,31911.508756887586,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,335,955,2.7842724,-2.49911,30,20476.0,22750.812,22866.277,21786.724244388,25178.91393040534,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,525,980,2.7842724,-2.49911,86,26251.0,23076.2,23842.924,20964.052994989273,27210.329931689525,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,390,980,2.7842724,-2.49911,70,26336.0,25027.309,26041.877,22778.962025216584,29589.104986460752,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,870,940,2.7842724,-2.49911,27,28886.0,26161.863,28353.244,24647.32469257857,32875.27552460805,ZRH
上午班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,575,1080,2.7842724,-2.49911,14,27628.0,34561.82,31904.113,26924.49114222962,39245.49074637051,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,0,445,1035,2.7842724,-2.49911,89,28930.0,25880.963,25092.268,22357.463168737962,28533.833660899847,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,405,955,2.7842724,-2.49911,53,21487.0,20622.785,20658.592,19796.190013199015,21316.89279282179,ZRH
早晨班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,925,950,2.7842724,-2.49911,24,29158.0,28325.703,31005.594,27115.791828192094,36252.61319437492,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,755,965,2.7842724,-2.49911,16,23315.0,21761.066,21471.111,20374.815812878565,22149.482683211936,ZRH
下午班機,TPE,早晨抵達,1,1,5,1,1,0,2,0,465,975,2.7842724,-2.49911,46,27375.0,30325.162,29165.97,25129.631417620887,36702.96173705576,ZRH
晚間班機,TPE,早晨抵達,0,0,3,1,1,0,2,0,270,950,2.7842724,-2.49911,56,32555.0,29697.023,30324.496,26860.639933891267,35063.247670241995,ZRH
早晨班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,660,1070,2.7842724,-2.49911,27,28218.0,27361.023,30917.836,24917.4092323805,36918.33490703517,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,315,980,2.7842724,-2.49911,71,29490.0,26489.027,27902.074,24007.519976024403,32369.5281269789,ZRH
下午班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,340,955,2.7842724,-2.49911,35,28764.0,25564.846,26712.377,24204.267803617022,29809.575842304206,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,0,805,940,2.7842724,-2.49911,92,29170.0,29664.555,29203.604,26040.031510503242,33022.9602941468,ZRH
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,570,1050,2.7842724,-2.49911,74,56154.0,38952.863,35839.42,30059.829139226546,42399.843478935974,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,90,985,2.7842724,-2.49911,76,27471.0,25174.87,27088.787,22698.8063022845,32005.15707333685,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,525,1005,2.7842724,-2.49911,77,29378.0,26922.51,30057.498,26576.089907886624,33911.68941355603,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,200,965,2.7842724,-2.49911,23,34661.0,41031.586,45655.223,37076.79507252664,56511.97853213563,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,185,955,2.7842724,-2.49911,74,29329.0,25319.773,24848.102,23411.572253280818,26555.763945736642,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,2,2,1,555,955,2.7842724,-2.49911,44,26881.0,23330.396,24412.836,22317.747123226163,26410.217107174853,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,525,980,2.7842724,-2.49911,84,26867.0,23079.127,24113.682,21782.95381179394,27973.172852745207,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,155,970,2.7842724,-2.49911,22,61626.0,44152.18,46234.57,38782.79189927173,55566.157556857026,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,185,955,2.7842724,-2.49911,84,21487.0,21250.28,20804.809,20128.918847818404,21336.08817568941,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,70,945,2.7842724,-2.49911,78,32865.0,26698.803,28847.37,25960.1073266949,32424.900790389293,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,265,945,2.7842724,-2.49911,50,27915.0,27928.885,27877.418,24584.583041977796,30404.88524752459,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,0,95,985,2.7842724,-2.49911,25,47257.0,51945.285,51124.23,41342.433275493044,62265.54657028711,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,690,940,2.7842724,-2.49911,84,40128.0,36572.95,34460.35,30052.343360385985,40869.72565297626,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,665,1030,2.7842724,-2.49911,87,26293.0,26463.145,27151.975,22751.93846281462,34576.789571285335,ZRH
晚間班機,TPE,下午抵達,1,1,5,1,2,0,1,1,1610,1015,2.7842724,-2.49911,75,31943.0,29162.717,30540.314,27487.747305746576,33751.090273170485,ZRH
早晨班機,TPE,早晨抵達,1,1,3,1,1,2,2,1,850,960,2.7842724,-2.49911,30,21231.0,23554.596,25081.43,22756.51359185732,28746.922333101134,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,525,980,2.7842724,-2.49911,76,27491.0,24094.488,25820.709,22542.50982365509,29855.389742513453,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,0,185,955,2.7842724,-2.49911,92,21106.0,21334.553,21119.355,20485.66183516856,21680.922297062985,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,0,120,980,2.7842724,-2.49911,25,58989.0,48369.523,47934.64,40006.774654891524,56324.63417959058,ZRH
晚間班機,TPE,上午抵達,1,0,1,1,1,2,1,1,105,960,2.7842724,-2.49911,83,41055.0,35485.3,33148.25,28328.814659980297,37746.45297989335,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,205,1055,2.7842724,-2.49911,77,32760.0,27163.111,28755.105,25618.174854198773,31998.492971909363,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,2,2,1,175,955,2.7842724,-2.49911,83,21231.0,24221.297,23501.84,22038.527567306504,26147.777958087398,ZRH
下午班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,340,955,2.7842724,-2.49911,49,28818.0,26913.549,27134.217,24028.74163500494,30056.781143071403,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,790,990,2.7842724,-2.49911,89,37773.0,27540.54,30193.941,26259.72156309992,37337.90690124013,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,185,955,2.7842724,-2.49911,80,21128.0,21312.467,21302.754,20678.3981399785,21898.631664763365,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,200,940,2.7842724,-2.49911,74,37292.0,44411.863,43786.816,38792.97671135025,50582.36542164986,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,690,960,2.7842724,-2.49911,84,73043.0,61341.844,60290.508,49943.7670408091,70218.50758953873,ZRH
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,930,1030,2.7842724,-2.49911,53,104832.0,93984.55,96584.21,85806.74665119173,103861.44550688707,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,75,960,2.7842724,-2.49911,78,20476.0,22748.232,22807.016,21675.833129659146,24096.08270725612,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,610,955,2.7842724,-2.49911,36,20406.0,20867.045,21285.857,20132.56140151481,22062.986206379013,ZRH
早晨班機,TPE,上午抵達,0,0,2,1,1,0,1,1,820,1080,2.7842724,-2.49911,25,26261.0,24709.877,24452.635,19787.960956713494,31463.151310862362,ZRH
晚間班機,TPE,下午抵達,1,1,1,1,1,2,1,1,605,955,2.7842724,-2.49911,81,48050.0,36781.074,38746.12,32142.89818480743,48027.82278468653,ZRH
晚間班機,TPE,下午抵達,1,1,5,1,2,0,1,0,170,1015,2.7842724,-2.49911,88,31232.0,29257.936,26863.416,23516.569260331442,31041.107871366414,ZRH
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,555,1020,2.7842724,-2.49911,87,29389.0,23957.098,26294.562,22745.82128238,29594.187017439657,ZRH
下午班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,1050,1045,2.7842724,-2.49911,52,28085.0,29409.312,28709.945,25474.901935046357,34860.213191060386,ZRH
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,770,950,2.7842724,-2.49911,12,20501.0,21059.92,21235.55,20522.474897319516,21914.37791297135,ZRH
早晨班機,TPE,早晨抵達,0,0,5,1,1,2,2,0,830,990,2.7842724,-2.49911,26,112207.0,98769.016,86446.81,60376.218350214265,120132.4073732299,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,190,1095,2.7842724,-2.49911,54,31102.0,33109.99,33272.816,29112.822319936917,37314.69961689132,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,120,1025,2.7842724,-2.49911,76,26332.0,23749.443,26744.777,23361.956891032238,29974.464747853795,ZRH
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,1,170,950,2.7842724,-2.49911,81,24711.0,23748.537,24583.064,21260.98667312343,26207.03208407365,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,700,940,2.7842724,-2.49911,14,27170.0,26043.094,28661.441,25059.586043914343,35082.37631302568,ZRH
晚間班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,205,935,2.7842724,-2.49911,91,30012.0,26761.105,26526.314,23759.6705739521,29529.17289202904,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,170,945,2.7842724,-2.49911,92,30817.0,27947.002,26972.547,24118.581034931278,30289.671584785483,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,540,945,2.7842724,-2.49911,46,29351.0,32766.484,32248.783,28581.322292196353,35731.20234380922,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,715,970,2.7842724,-2.49911,87,36674.0,36397.613,30912.766,26884.005983496554,40164.19281448432,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,2,2,0,335,945,2.7842724,-2.49911,33,60370.0,51944.492,51329.76,42252.57700612481,59278.65801945341,ZRH
早晨班機,TPE,晚間抵達,1,0,1,1,1,2,2,1,100,980,2.7842724,-2.49911,27,53909.0,39992.484,40902.344,33547.28934131001,55955.631356113416,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,630,955,2.7842724,-2.49911,14,27332.0,26952.232,29077.928,25534.076557360866,35405.40949314261,ZRH
早晨班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,805,940,2.7842724,-2.49911,27,28756.0,33680.87,32773.734,29537.158650142177,38153.01822867478,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,200,965,2.7842724,-2.49911,23,86856.0,41031.586,45655.223,37076.79507252664,56511.97853213563,ZRH
凌晨班機,TPE,下午抵達,1,1,2,1,1,0,1,0,425,975,2.7842724,-2.49911,8,34373.0,35678.695,34419.164,31031.41849451584,38321.72410561419,ZRH
下午班機,TPE,下午抵達,0,0,1,1,1,0,2,1,945,980,2.7842724,-2.49911,43,28864.0,25202.52,28367.525,24469.83009104653,33298.943550829514,ZRH
早晨班機,TPE,早晨抵達,0,0,3,1,1,0,2,0,940,950,2.7842724,-2.49911,22,34859.0,32204.219,33427.715,28555.992911731853,39261.33456557939,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,485,945,2.7842724,-2.49911,48,29006.0,28296.893,28320.787,25014.932953619144,31394.3840343686,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,385,980,2.7842724,-2.49911,78,31584.0,23976.184,26386.33,23506.6637330413,30814.376491322608,ZRH
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,805,940,2.7842724,-2.49911,86,30093.0,29530.617,29737.494,26308.430017377446,34456.54294188308,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,385,980,2.7842724,-2.49911,74,48223.0,43264.582,43298.555,37935.45828240106,48506.81902181501,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,425,940,2.7842724,-2.49911,37,28374.0,26442.584,27159.588,24494.180566503324,31094.007985353346,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,75,960,2.7842724,-2.49911,85,20418.0,22430.828,21302.55,20553.583339945206,22246.933373862197,ZRH
早晨班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,780,950,2.7842724,-2.49911,28,29126.0,25562.066,27472.49,23811.483422721652,32558.905906896274,ZRH
早晨班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,870,940,2.7842724,-2.49911,23,28978.0,27754.645,30315.504,26243.40159038198,35718.92059038314,ZRH
下午班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,1160,1040,2.7842724,-2.49911,57,28422.0,33486.746,31489.732,27220.326697524837,39751.70501310361,ZRH
早晨班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,925,950,2.7842724,-2.49911,24,29316.0,28325.703,31005.594,27115.791828192094,36252.61319437492,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,2,1,0,165,965,2.7842724,-2.49911,88,40303.0,33886.08,34400.652,29227.84654619916,41588.07710173414,ZRH
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,695,980,2.7842724,-2.49911,63,30724.0,31501.086,33200.453,27115.688386037753,40291.31940837852,ZRH
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,0,275,1100,2.7842724,-2.49911,46,43060.0,43629.293,41951.4,36295.74760079793,45150.07142995996,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,310,1070,2.7842724,-2.49911,60,27071.0,30172.812,28278.035,24605.996798968365,34582.64906958644,ZRH
下午班機,TSA,晚間抵達,0,0,1,1,1,2,2,0,1285,965,2.7842724,-2.49911,47,32934.0,35556.035,38216.336,29881.57669907749,48868.15633801005,ZRH
早晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,200,965,2.7842724,-2.49911,20,41302.0,38978.168,41523.62,33837.21327314054,49539.98576052432,ZRH
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,275,955,2.7842724,-2.49911,86,29268.0,27698.4,26890.1,23788.46953705882,29644.6220817705,ZRH
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,1,265,1020,2.7842724,-2.49911,75,49730.0,32583.098,35100.383,27903.33514564033,41828.94681933559,ZRH
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,170,945,2.7842724,-2.49911,59,34243.0,29780.719,30776.742,27728.34704821763,34696.24885165918,ZRH
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,0,185,955,2.7842724,-2.49911,93,26231.0,24745.795,25387.527,21660.975629898996,27256.059793547967,ZRH
晚間班機,TPE,早晨抵達,1,0,1,1,1,0,2,0,205,935,2.7842724,-2.49911,89,28313.0,28821.988,27475.293,24838.12746734162,30217.64636852249,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,2,2,0,610,955,2.7842724,-2.49911,47,32832.0,36379.082,34272.156,31068.071852636138,41922.69853611805,ZRH
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,1,450,1055,2.7842724,-2.49911,89,27525.0,26643.553,25925.11,23236.716128370917,29303.914642165997,ZRH
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,570,1020,2.7842724,-2.49911,75,40560.0,34254.902,35155.223,29483.65499892682,40687.99940015408,ZRH
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,90,985,2.7842724,-2.49911,77,33338.0,25452.184,27943.457,24216.775028244803,32021.06832296417,ZRH
早晨班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,135,1105,2.7842724,-2.49911,25,23640.0,30555.23,30484.996,24001.32732326369,41535.686305437324,ZRH
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,175,955,2.7842724,-2.49911,77,22987.0,22527.71,22574.834,21783.32360632388,23539.19832036281,ZRH
晚間班機,TSA,晚間抵達,0,0,1,1,1,0,2,1,835,1030,2.7842724,-2.49911,91,29367.0,34157.95,32652.188,27709.212270466443,37855.521848943565,ZRH
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,665,1060,2.7842724,-2.49911,91,26626.0,25654.31,24845.59,21996.44455712456,28002.919566274824,ZRH
下午班機,TPE,早晨抵達,0,0,3,1,1,0,2,1,340,955,2.7842724,-2.49911,35,28790.0,25564.846,26712.377,24204.267803617022,29809.575842304206,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,420,940,2.7842724,-2.49911,50,28454.0,27700.83,27556.855,24476.476845321922,30228.70902804466,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,485,945,2.7842724,-2.49911,60,27123.0,25994.283,26991.436,23764.04264531217,29028.645223738382,ZRH
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,170,1025,2.7842724,-2.49911,87,26230.0,22231.633,23852.885,21482.970336523354,27251.93610063871,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,700,940,2.7842724,-2.49911,13,31620.0,29988.062,30709.6,27257.32314861741,38101.67414880695,ZRH
上午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,635,945,2.7842724,-2.49911,14,28369.0,27062.602,29425.248,26077.06643533784,35801.03097770432,ZRH
下午班機,TPE,早晨抵達,1,0,1,1,1,2,2,1,105,1070,2.7842724,-2.49911,50,30765.0,31695.672,32841.35,28619.78906791685,38208.59721572602,ZRH
下午班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,270,945,2.7842724,-2.49911,52,28515.0,27931.309,28003.004,24467.357056019275,32084.417620130538,ZRH
晚間班機,TPE,上午抵達,1,0,1,1,1,0,1,1,155,960,2.7842724,-2.49911,81,29424.0,28351.568,27652.0,24831.026096760972,30654.245325619362,ZRH
晚間班機,TPE,下午抵達,1,1,5,1,2,0,1,1,1610,1015,2.7842724,-2.49911,87,32263.0,22094.748,22681.963,20644.94665107288,26525.020815961838,ZRH
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,555,955,2.7842724,-2.49911,53,20928.0,20577.812,20508.553,19655.525356456834,20967.746681057382,ZRH
