出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,預測區間下界,預測區間上界,抵達機場代號
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,1,975,1060,-0.977473,0.5969613,85,154764.0,85405.37,93689.49,55742.77839425383,140051.25803022005,CDG
早晨班機,TPE,早晨抵達,1,1,3,1,1,2,2,0,825,990,-0.977473,0.5969613,20,29887.0,39518.742,36958.47,31286.003329842373,43455.122983222725,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,115,985,-0.977473,0.5969613,77,23598.0,31853.766,23907.135,21987.736050564356,30249.62542934733,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,2,1,800,1030,-0.977473,0.5969613,66,30643.0,33321.406,32752.488,28147.967677512705,39662.659704442594,CDG
晚間班機,TPE,早晨抵達,1,1,5,1,2,2,1,1,1305,1055,-0.977473,0.5969613,54,38453.0,39419.78,43675.88,37449.12381302504,48684.47802799369,CDG
晚間班機,TPE,早晨抵達,1,0,1,0,1,0,1,0,0,955,-0.977473,0.5969613,68,25598.0,23875.418,25973.021,22523.476588823876,30387.317953349295,CDG
下午班機,TPE,凌晨抵達,1,0,2,1,1,0,2,1,220,975,-0.977473,0.5969613,71,24071.0,26275.56,25485.46,23896.004564988263,28175.997010577914,CDG
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,1,510,995,-0.977473,0.5969613,74,21610.0,23434.225,22657.746,19908.610318300893,24971.03636403844,CDG
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,1,975,1060,-0.977473,0.5969613,76,161471.0,82630.12,92178.914,55776.44770489949,140093.0631976935,CDG
早晨班機,TPE,早晨抵達,1,1,2,1,1,0,2,1,840,1005,-0.977473,0.5969613,16,18820.0,24640.69,24010.117,21236.700584339473,27808.735775263092,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,2,2,1,0,1040,-0.977473,0.5969613,62,28576.0,26616.15,26916.168,25039.81032845435,31080.587026972644,CDG
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,1,575,1000,-0.977473,0.5969613,66,26818.0,28947.219,27143.637,23456.262416296457,31341.80685128,CDG
晚間班機,TPE,早晨抵達,1,0,1,0,1,2,1,1,0,955,-0.977473,0.5969613,49,42790.0,40087.336,39997.29,32196.837612758296,47371.557199815354,CDG
下午班機,TSA,早晨抵達,1,1,2,1,1,0,2,0,330,855,-0.977473,0.5969613,69,33133.0,49771.645,47861.83,35144.842115370404,79983.96312189415,CDG
晚間班機,TPE,晚間抵達,1,1,2,1,1,2,2,1,790,1015,-0.977473,0.5969613,62,41488.0,37013.566,33635.61,30740.911598735787,36990.88386628166,CDG
凌晨班機,TPE,晚間抵達,1,1,2,1,1,2,1,0,580,965,-0.977473,0.5969613,18,49634.0,45391.477,41852.695,37901.854718610026,47823.52331856933,CDG
早晨班機,TPE,凌晨抵達,1,0,2,1,1,0,2,1,805,970,-0.977473,0.5969613,23,24144.0,25758.898,27635.496,24585.27238283121,31460.406581150593,CDG
下午班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,1765,860,-0.977473,0.5969613,69,23958.0,59589.74,44244.62,33334.384490679935,79132.6855779393,CDG
凌晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,0,530,1125,-0.977473,0.5969613,25,19735.0,34491.19,32378.865,26854.88819491609,38358.33557844787,CDG
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,310,985,-0.977473,0.5969613,58,21775.0,27035.361,22672.705,20790.092627016442,28389.352332773065,CDG
晚間班機,TPE,早晨抵達,1,0,1,0,1,0,1,1,0,915,-0.977473,0.5969613,74,25602.0,28045.553,26083.336,22549.49544741782,30479.052088357683,CDG
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,310,985,-0.977473,0.5969613,68,23010.0,28056.254,24231.602,22242.749719134237,30050.979839405718,CDG
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,1,1100,1000,-0.977473,0.5969613,21,19705.0,20775.344,21598.18,19346.641019996176,23964.044379864627,CDG
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,0,265,1015,-0.977473,0.5969613,59,40848.0,32222.682,34205.086,30337.989652037195,38530.93579846216,CDG
下午班機,TPE,下午抵達,1,0,1,1,1,0,2,0,950,1015,-0.977473,0.5969613,74,27219.0,31263.002,31408.39,28257.484070464085,35833.82628817049,CDG
晚間班機,TPE,早晨抵達,1,1,5,1,2,0,1,1,1305,1055,-0.977473,0.5969613,66,32870.0,34561.82,32908.508,29920.487154071438,35626.004557374734,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,0,450,970,-0.977473,0.5969613,24,35037.0,35597.938,35851.867,32095.309666354176,39374.66605637284,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,0,260,975,-0.977473,0.5969613,24,40657.0,34945.266,36187.414,31858.223548894297,40712.591136788185,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,605,1045,-0.977473,0.5969613,70,34418.0,27038.326,28023.174,24594.372790046073,32586.06404096459,CDG
晚間班機,TPE,晚間抵達,1,1,2,1,1,0,2,1,970,855,-0.977473,0.5969613,71,27180.0,24483.975,23342.97,19776.01985866849,29944.490015276115,CDG
下午班機,TPE,凌晨抵達,0,0,2,1,1,0,2,1,285,975,-0.977473,0.5969613,75,24778.0,24548.977,25338.834,23165.80616261757,28242.665118907244,CDG
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,0,455,1040,-0.977473,0.5969613,79,30370.0,28824.654,29757.127,27185.199810933518,32461.62187234963,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,150,985,-0.977473,0.5969613,70,22711.0,29909.26,22807.82,21317.895101497,28150.99058090444,CDG
下午班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,1765,860,-0.977473,0.5969613,76,23649.0,58066.05,40307.117,29900.035724653317,77428.07269059985,CDG
晚間班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,1595,880,-0.977473,0.5969613,68,16690.0,33503.707,24636.154,18334.663713496644,49905.7374230004,CDG
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,0,510,995,-0.977473,0.5969613,55,31299.0,27556.96,27913.014,24450.844477843908,31259.297390862106,CDG
下午班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,330,855,-0.977473,0.5969613,70,23718.0,51414.668,46969.973,34624.49413024748,83692.57553143825,CDG
下午班機,TSA,晚間抵達,0,0,2,1,1,0,2,1,1205,860,-0.977473,0.5969613,70,39647.0,97674.836,84124.82,55393.98571407293,105348.70177001339,CDG
上午班機,TSA,晚間抵達,1,0,2,1,1,0,2,1,1380,875,-0.977473,0.5969613,21,45022.0,97249.97,85297.68,58729.73396874403,113138.69514176079,CDG
早晨班機,TPE,早晨抵達,1,1,1,1,1,0,2,0,810,1000,-0.977473,0.5969613,21,21823.0,21462.082,23257.373,20481.190165882876,25999.68970018956,CDG
下午班機,TSA,晚間抵達,0,0,2,1,1,2,2,1,1195,870,-0.977473,0.5969613,60,46406.0,95742.14,83198.03,52123.9938600658,112464.25233348287,CDG
下午班機,TSA,下午抵達,1,1,3,1,1,0,2,1,780,1040,-0.977473,0.5969613,80,38771.0,40830.785,40084.086,33803.60074973191,46071.131960301565,CDG
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,835,1000,-0.977473,0.5969613,66,53531.0,49314.562,37603.777,33066.96795547433,44326.31217357177,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,400,970,-0.977473,0.5969613,20,29295.0,31586.795,31568.875,28491.148789555486,35007.8907404233,CDG
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,745,980,-0.977473,0.5969613,17,21809.0,27103.775,22429.887,20748.896355351942,27485.127210158003,CDG
下午班機,TSA,下午抵達,1,1,3,1,1,0,2,1,780,1040,-0.977473,0.5969613,73,38878.0,38649.684,38557.164,32019.82008103264,43322.84598424703,CDG
下午班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,325,860,-0.977473,0.5969613,63,19386.0,49531.098,42963.6,33084.26449399716,73754.76231959445,CDG
早晨班機,TSA,下午抵達,1,0,1,1,1,0,2,1,1360,1050,-0.977473,0.5969613,12,155385.0,112561.805,117089.78,72373.50565593546,151923.29392689955,CDG
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,585,985,-0.977473,0.5969613,67,25750.0,28685.97,24135.77,22260.017674633415,29009.915561726222,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,400,970,-0.977473,0.5969613,24,30802.0,32245.46,33026.758,30089.96452126944,36794.74818254863,CDG
下午班機,TPE,晚間抵達,1,1,1,1,1,0,2,1,935,1125,-0.977473,0.5969613,67,39941.0,29834.049,29034.367,23964.893452483255,36989.22141801328,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,605,1015,-0.977473,0.5969613,74,25133.0,27312.713,27624.006,24113.939057627016,31888.896597256804,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,340,970,-0.977473,0.5969613,18,31847.0,32436.63,32541.824,29033.397021046356,36865.66021336545,CDG
早晨班機,TSA,下午抵達,1,0,1,1,1,0,2,1,1360,1050,-0.977473,0.5969613,17,156038.0,111691.48,114213.984,70071.99221342559,153220.2169603951,CDG
下午班機,TPE,晚間抵達,1,1,2,1,1,0,2,1,1185,860,-0.977473,0.5969613,75,23396.0,25330.498,23468.512,19885.66697240729,29909.085886024706,CDG
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,0,345,1005,-0.977473,0.5969613,78,79805.0,63536.727,60352.523,46108.71410695604,71750.8353984127,CDG
晚間班機,TPE,凌晨抵達,1,0,2,1,1,0,2,0,150,970,-0.977473,0.5969613,61,26914.0,30289.84,27529.484,24509.713163316275,30866.737882347097,CDG
下午班機,TPE,早晨抵達,1,1,5,1,1,0,2,0,470,915,-0.977473,0.5969613,69,35764.0,35651.516,35211.16,32348.840404978902,39258.115494350845,CDG
早晨班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,205,1055,-0.977473,0.5969613,12,82093.0,80724.516,77817.66,63587.21173272055,90485.8606790741,CDG
晚間班機,TPE,下午抵達,0,0,1,1,1,0,1,1,430,1005,-0.977473,0.5969613,66,28887.0,37880.54,35158.543,31516.999836884832,39327.81458255323,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,450,970,-0.977473,0.5969613,26,27827.0,33273.008,32979.547,29926.027805939455,36646.691956170944,CDG
上午班機,TPE,凌晨抵達,0,0,2,1,1,0,2,1,580,985,-0.977473,0.5969613,16,23611.0,25029.982,25564.7,23350.772453683017,29509.09235253142,CDG
下午班機,TPE,下午抵達,1,0,1,1,1,0,2,1,950,1015,-0.977473,0.5969613,80,26839.0,30405.408,31235.494,28074.654463525934,35508.581834816556,CDG
下午班機,TPE,下午抵達,1,1,1,1,1,0,2,1,1055,1005,-0.977473,0.5969613,78,21749.0,23781.062,24569.19,21615.523618034174,27207.949054865225,CDG
晚間班機,TPE,凌晨抵達,0,0,2,1,1,0,2,0,120,975,-0.977473,0.5969613,78,24621.0,26642.182,27083.49,23856.30783645646,30612.113606889223,CDG
晚間班機,TPE,上午抵達,1,0,2,1,1,0,1,1,195,1055,-0.977473,0.5969613,68,29523.0,32948.047,32661.156,29772.232832032467,37853.1400421329,CDG
早晨班機,TPE,早晨抵達,1,1,1,1,1,2,2,1,810,1000,-0.977473,0.5969613,13,28716.0,31635.453,32272.566,28262.779448048677,37252.90237467288,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,685,1020,-0.977473,0.5969613,68,36428.0,33642.22,33811.99,30469.234484947705,39356.937262656924,CDG
晚間班機,TPE,凌晨抵達,0,0,2,1,1,0,2,1,120,975,-0.977473,0.5969613,69,27847.0,26089.107,25742.15,22845.623745172037,28217.185763809477,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,115,985,-0.977473,0.5969613,66,23831.0,32663.555,24318.768,22672.735177508563,30043.149568987592,CDG
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,0,1105,995,-0.977473,0.5969613,19,33478.0,36093.56,34648.75,30559.35787732751,40703.15908688036,CDG
凌晨班機,TPE,上午抵達,1,0,2,1,1,0,1,0,135,975,-0.977473,0.5969613,21,30868.0,32190.615,33381.17,29503.034486382163,37907.823958520006,CDG
上午班機,TPE,下午抵達,1,1,3,1,1,0,2,0,1065,1055,-0.977473,0.5969613,19,43135.0,50429.625,40173.754,36348.40617362368,46959.4887830542,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,2,1,1,605,1045,-0.977473,0.5969613,63,30667.0,37471.246,38347.184,32169.96167500983,44862.88990530681,CDG
晚間班機,TPE,下午抵達,0,0,2,1,1,2,2,1,685,1040,-0.977473,0.5969613,60,32305.0,38325.832,39863.62,35855.59880024164,45598.087719846284,CDG
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,0,580,995,-0.977473,0.5969613,68,25838.0,25774.06,26044.957,22444.92141496747,29345.711727341914,CDG
上午班機,TPE,凌晨抵達,1,0,2,1,1,0,2,0,585,975,-0.977473,0.5969613,19,25535.0,26771.521,26702.469,23783.620598245034,30529.347825622768,CDG
晚間班機,TPE,早晨抵達,1,1,5,1,2,0,1,1,1305,1055,-0.977473,0.5969613,76,30985.0,30208.17,29890.012,26498.829665890313,32293.332761174555,CDG
下午班機,TPE,凌晨抵達,0,0,2,1,1,0,2,1,490,975,-0.977473,0.5969613,64,24438.0,23344.953,24403.105,22398.93690838905,27203.427908608744,CDG
晚間班機,TPE,下午抵達,1,1,5,1,2,0,1,1,135,1050,-0.977473,0.5969613,64,23692.0,30548.5,29731.37,26616.59368835549,32970.92819093774,CDG
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,825,1000,-0.977473,0.5969613,71,38684.0,30748.195,31148.213,27011.973969367045,36472.72943582404,CDG
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,380,985,-0.977473,0.5969613,64,21800.0,25838.74,22696.113,21281.640215459465,28075.614364781246,CDG
下午班機,TPE,早晨抵達,1,0,2,1,1,0,2,1,380,1020,-0.977473,0.5969613,71,99673.0,47471.152,38293.168,31417.641809121465,53710.410245059844,CDG
上午班機,TSA,早晨抵達,1,0,2,1,1,0,2,1,640,890,-0.977473,0.5969613,26,19986.0,88228.3,77002.93,52180.92703077241,103810.95170717545,CDG
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,1,1450,1005,-0.977473,0.5969613,71,30553.0,36811.324,36389.734,29930.146503362976,43828.81854847934,CDG
晚間班機,TPE,下午抵達,1,1,5,1,2,0,1,0,135,1050,-0.977473,0.5969613,61,25348.0,29295.547,28780.54,26176.871784132614,31043.85450963157,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,115,985,-0.977473,0.5969613,74,21124.0,29019.916,22226.99,20457.307502321295,27391.803897693542,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,115,985,-0.977473,0.5969613,75,21800.0,29867.045,23024.164,21006.33654782131,28082.41694842062,CDG
上午班機,TPE,凌晨抵達,1,0,2,1,1,2,2,1,585,975,-0.977473,0.5969613,9,31855.0,33321.625,34427.566,28372.55784856684,42980.56175942978,CDG
下午班機,TSA,凌晨抵達,1,0,2,1,1,0,2,1,470,990,-0.977473,0.5969613,81,35237.0,82097.4,76858.98,55934.02694728881,99684.84089434912,CDG
下午班機,TPE,早晨抵達,1,1,2,1,1,0,2,0,440,880,-0.977473,0.5969613,69,25265.0,28396.488,27624.428,24251.327979925158,33665.4914821843,CDG
早晨班機,TPE,早晨抵達,1,0,2,1,1,0,2,1,820,880,-0.977473,0.5969613,13,21505.0,25137.154,23933.598,20538.887792215763,29708.641564641715,CDG
晚間班機,TSA,早晨抵達,1,1,2,1,1,0,2,1,1595,880,-0.977473,0.5969613,69,16325.0,33785.688,24191.678,17879.68475157699,48493.26769784233,CDG
晚間班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,215,985,-0.977473,0.5969613,75,22660.0,30002.51,22751.508,20634.605358265057,28196.847738773085,CDG
晚間班機,TPE,上午抵達,1,1,1,1,1,0,1,1,125,995,-0.977473,0.5969613,66,40967.0,27733.793,27208.174,23707.790144025286,30356.933272808357,CDG
晚間班機,TPE,下午抵達,0,0,2,1,1,0,2,1,580,1030,-0.977473,0.5969613,66,47995.0,34279.836,33673.742,30370.853488407858,37703.11375255546,CDG
下午班機,TPE,早晨抵達,1,0,2,1,1,0,2,1,410,990,-0.977473,0.5969613,69,89547.0,83370.46,79871.97,56651.10287554056,95809.36497870128,CDG
晚間班機,TPE,上午抵達,1,0,2,1,1,0,1,1,160,1055,-0.977473,0.5969613,66,42681.0,35863.63,34669.277,30013.975610205456,41146.86437330109,CDG
晚間班機,TPE,下午抵達,1,1,1,1,1,0,1,1,405,1000,-0.977473,0.5969613,71,20736.0,24924.312,24100.531,20540.723303879764,27626.19442774174,CDG
下午班機,TPE,晚間抵達,1,1,2,1,1,0,2,1,1175,870,-0.977473,0.5969613,76,16915.0,23200.725,20653.963,18302.282447340986,24323.27028369653,CDG
早晨班機,TPE,凌晨抵達,1,0,2,1,1,0,2,1,675,1010,-0.977473,0.5969613,23,26612.0,26117.938,26019.559,24012.349293210125,29768.847753709502,CDG
下午班機,TPE,凌晨抵達,0,0,2,1,1,0,2,1,490,975,-0.977473,0.5969613,69,23789.0,24393.611,24970.256,23312.500588613762,26934.49977675854,CDG
下午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,530,985,-0.977473,0.5969613,77,24038.0,28473.234,23857.275,22319.816103224974,29091.401096675643,CDG
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,1,1275,995,-0.977473,0.5969613,26,20287.0,20855.645,21784.592,19366.520098721932,24695.653721485578,CDG
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,835,985,-0.977473,0.5969613,73,33688.0,38523.35,34197.125,30122.222856882396,40625.16890175769,CDG
早晨班機,TPE,早晨抵達,1,1,1,1,1,2,2,1,810,1000,-0.977473,0.5969613,16,25240.0,30136.203,30845.031,27382.48450667461,36647.37348677822,CDG
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,400,970,-0.977473,0.5969613,26,27572.0,31409.26,32377.938,29525.55779508209,35887.38735766397,CDG
早晨班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,185,1080,-0.977473,0.5969613,17,81959.0,74184.15,64273.734,45230.6385005358,80583.33540738783,CDG
下午班機,TSA,晚間抵達,0,0,2,1,1,0,2,1,1205,860,-0.977473,0.5969613,67,37056.0,110697.95,90459.81,57681.92239819555,110772.30277321734,CDG
上午班機,TSA,凌晨抵達,1,0,2,1,1,0,2,1,510,1010,-0.977473,0.5969613,25,26116.0,80617.34,76462.28,53540.21607971538,96910.1385159358,CDG
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,560,1000,-0.977473,0.5969613,64,26444.0,28701.623,27618.95,23692.847077223792,31432.054393509283,CDG
晚間班機,TPE,晚間抵達,1,1,1,1,1,0,1,1,880,995,-0.977473,0.5969613,76,19716.0,23237.906,23006.318,20139.251132381785,25845.72721757753,CDG
下午班機,TPE,下午抵達,1,1,1,1,1,0,2,0,845,1005,-0.977473,0.5969613,60,23414.0,25348.672,26852.684,23493.60849295019,29853.55896725211,CDG
晚間班機,TPE,晚間抵達,1,1,1,1,1,0,1,1,880,995,-0.977473,0.5969613,69,20674.0,24164.953,24386.959,21326.675448719878,26959.674557191007,CDG
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,0,365,1050,-0.977473,0.5969613,68,29086.0,33951.258,36123.45,31624.26323902805,41157.468836454056,CDG
下午班機,TPE,晚間抵達,1,1,1,1,1,0,2,1,935,1125,-0.977473,0.5969613,81,36973.0,30509.252,30394.74,26572.945302876524,35158.18049548576,CDG
下午班機,TPE,早晨抵達,1,1,1,1,1,0,2,1,320,1125,-0.977473,0.5969613,70,36973.0,26961.643,28436.164,24675.229144684658,34065.772054326844,CDG
下午班機,TPE,凌晨抵達,0,0,2,1,1,0,2,0,490,975,-0.977473,0.5969613,69,26116.0,24390.424,26266.691,24112.36720936224,28255.45552790901,CDG
上午班機,TPE,凌晨抵達,1,0,2,1,1,0,2,1,585,975,-0.977473,0.5969613,23,24316.0,23937.158,24377.332,22105.38941864472,27846.231834103924,CDG
上午班機,TPE,凌晨抵達,0,0,2,1,1,2,2,1,600,1020,-0.977473,0.5969613,14,48848.0,42176.13,38986.164,32348.016688107524,48208.198422294896,CDG
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,345,1005,-0.977473,0.5969613,75,69826.0,64315.125,63082.81,53537.18570209182,72581.19779296378,CDG
晚間班機,TPE,早晨抵達,1,0,1,0,1,0,1,1,0,955,-0.977473,0.5969613,75,22593.0,26483.494,23718.365,20926.97027831353,27696.247811921614,CDG
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,805,1005,-0.977473,0.5969613,77,65614.0,76648.38,70513.67,58444.28047945157,82943.94749673714,CDG
早晨班機,TPE,凌晨抵達,1,0,2,1,1,0,2,1,675,1010,-0.977473,0.5969613,14,25220.0,28230.152,27646.303,25496.685668781025,31403.407294004406,CDG
下午班機,TPE,凌晨抵達,1,0,2,1,1,0,2,0,210,1010,-0.977473,0.5969613,68,44842.0,35788.293,33711.242,30613.30770323092,38615.037331208885,CDG
下午班機,TPE,早晨抵達,1,1,5,1,1,2,2,1,470,915,-0.977473,0.5969613,71,34060.0,37770.008,38268.49,32991.89023977492,46155.15826548313,CDG
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,1,785,1050,-0.977473,0.5969613,68,155041.0,90879.28,99434.086,63255.81380495819,147832.81093736156,CDG
凌晨班機,TPE,晚間抵達,0,0,1,1,1,0,2,1,460,1125,-0.977473,0.5969613,26,33220.0,28422.959,28341.402,22423.740982087835,34286.84921021747,CDG
凌晨班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,740,970,-0.977473,0.5969613,26,34657.0,31898.484,30809.693,28043.2087484044,35055.1419462043,CDG
晚間班機,TPE,晚間抵達,1,0,2,1,1,0,1,1,605,1045,-0.977473,0.5969613,75,36306.0,28558.602,28471.088,24345.62257403504,33730.37689309565,CDG
下午班機,TSA,下午抵達,1,1,3,1,1,0,2,1,780,1040,-0.977473,0.5969613,77,41276.0,40787.08,40215.117,33849.97064581891,45633.928298035076,CDG
下午班機,TPE,晚間抵達,1,1,1,1,1,0,2,1,1020,1130,-0.977473,0.5969613,76,36974.0,30479.035,30899.178,25472.770075402274,37512.040751389846,CDG
上午班機,TPE,早晨抵達,1,1,3,1,1,0,2,1,675,995,-0.977473,0.5969613,14,22691.0,30058.902,23952.848,22186.992165780353,30233.235566551943,CDG
早晨班機,TPE,早晨抵達,1,0,2,1,1,0,2,0,810,885,-0.977473,0.5969613,10,28342.0,28241.3,31763.0,27400.49601613363,36768.789008201704,CDG
下午班機,TPE,晚間抵達,0,0,2,1,1,0,2,1,1310,865,-0.977473,0.5969613,73,27201.0,38718.637,31881.543,26115.678905019417,40633.02697197477,CDG
上午班機,TSA,下午抵達,1,1,3,1,1,0,2,0,1145,1040,-0.977473,0.5969613,24,40009.0,42949.633,43003.816,35501.879821118244,56586.23256965009,CDG
